location,forecast_epiforecasts-EpiExpert,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
BE,300,216,228,238,250,259,266,273,279,284,289,295,300,305,311,317,323,330,338,347,359,378,395,416,2021-04-10,day
DE,1060,865,892,917,947,967,984,998,1012,1024,1037,1048,1060,1072,1085,1098,1112,1127,1144,1165,1191,1232,1269,1313,2021-04-10,day
FR,1506,1193,1238,1277,1325,1357,1384,1408,1429,1449,1468,1487,1506,1525,1544,1565,1587,1611,1638,1670,1712,1775,1832,1900,2021-04-10,day
GB,189,150,155,160,166,170,174,177,179,182,184,187,189,192,194,197,200,203,206,210,216,224,231,240,2021-04-10,day
IT,3068,2731,2782,2826,2878,2913,2942,2966,2989,3009,3029,3049,3068,3087,3107,3128,3150,3173,3200,3231,3271,3331,3384,3446,2021-04-10,day
NL,143,124,127,130,132,134,136,138,139,140,141,142,143,144,146,147,148,149,151,153,155,159,162,165,2021-04-10,day
PL,3255,2926,2975,3019,3069,3104,3132,3156,3178,3198,3218,3237,3255,3274,3293,3314,3335,3358,3384,3415,3453,3512,3563,3624,2021-04-10,day
SK,497,393,408,421,437,448,456,464,471,478,484,490,497,503,509,516,523,531,540,551,564,585,604,627,2021-04-10,day
