location,forecast_epiforecasts-EpiExpert,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
DE,458,303,324,344,366,382,396,408,418,428,439,448,458,469,480,491,504,517,533,551,575,614,653,703,2021-06-19,day
GB,79,43,47,52,57,60,64,66,69,72,74,77,79,82,84,87,90,94,99,104,111,123,135,151,2021-06-19,day
PL,303,208,221,232,246,257,265,272,278,285,291,297,303,309,316,323,330,338,347,358,373,395,416,444,2021-06-19,day
SE,46,26,29,31,34,36,37,39,40,42,43,44,46,47,49,50,52,54,56,59,62,68,73,80,2021-06-19,day
