location,forecast_MIMUW-StochSEIR,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,1058,984,992,1003,1017,1025,1031,1037,1041,1045,1050,1054,1058,1062,1067,1070,1074,1079,1084,1090,1100,1112,1122,1132,2021-05-29,day
