location,forecast_MIMUW-StochSEIR,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,1685,1646,1652,1659,1665,1669,1671,1674,1677,1679,1681,1683,1685,1687,1689,1691,1693,1696,1699,1702,1706,1711,1717,1722,2021-03-13,day
