location,forecast_MIMUW-StochSEIR,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,3283,3062,3103,3122,3160,3180,3205,3222,3234,3245,3255,3270,3283,3293,3309,3324,3338,3352,3368,3388,3412,3457,3484,3521,2021-05-01,day
