location,forecast_MIMUW-StochSEIR,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,3101,3023,3039,3048,3058,3066,3071,3076,3081,3087,3091,3096,3101,3105,3110,3115,3120,3126,3133,3139,3149,3161,3168,3177,2021-04-10,day
