location,forecast_MIMUW-StochSEIR,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,18734,15964,16362,16644,17197,17445,17697,17917,18138,18315,18449,18589,18734,18869,19033,19216,19430,19689,19916,20096,20411,20908,21299,21676,2021-05-22,day
