location,forecast_MIMUW-StochSEIR,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,78118,68337,69649,70633,72310,73450,74361,74935,75635,76374,76902,77489,78118,78836,79495,80149,80752,81182,81907,82878,83834,85813,87643,89244,2021-05-01,day
