location,forecast_MIMUW-StochSEIR,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,516,418,429,439,453,464,474,485,492,498,503,509,516,523,528,535,544,552,564,575,596,624,648,664,2021-07-17,day
