,country,target_date,forecast
0,Fiji,2021-04-07,0.0
1,North Macedonia,2021-04-07,295.8640509650586
2,Afghanistan,2021-04-07,17.537707131316893
3,Monaco,2021-04-07,0.0
4,Tanzania,2021-04-07,0.0
5,Equatorial Guinea,2021-04-07,0.0
6,Jordan,2021-04-07,757.5906662282441
7,Congo (Brazzaville),2021-04-07,0.0
8,Uruguay,2021-04-07,192.97784400345563
9,Mozambique,2021-04-07,28.34090475401888
10,Serbia,2021-04-07,300.27997654207866
11,Colombia,2021-04-07,1177.0963230793423
12,Montenegro,2021-04-07,49.882420541450756
13,Slovenia,2021-04-07,59.14089014838646
14,China,2021-04-07,0.027518088546457875
15,Malaysia,2021-04-07,16.60044575016127
16,Bolivia,2021-04-07,167.58938712886265
17,Romania,2021-04-07,1075.6973089044332
18,Cyprus,2021-04-07,13.743719832944407
19,Singapore,2021-04-07,0.0
20,Latvia,2021-04-07,37.564119545899075
21,Jamaica,2021-04-07,89.35538818102225
22,Guyana,2021-04-07,11.271384130156264
23,Cameroon,2021-04-07,31.30456597857244
24,Switzerland,2021-04-07,68.06348787527713
25,Gambia,2021-04-07,2.7235640191611594
26,Bahrain,2021-04-07,15.509628347544208
27,Norway,2021-04-07,11.771559753770475
28,Cabo Verde,2021-04-07,9.263282379470553
29,Taiwan*,2021-04-07,0.0
30,West Bank and Gaza,2021-04-07,93.76781765613032
31,Mexico,2021-04-07,3358.3756337329396
32,San Marino,2021-04-07,1.1754641345522003
33,Bangladesh,2021-04-07,353.3288583140875
34,Cambodia,2021-04-07,8.120896787388919
35,Bulgaria,2021-04-07,949.7664783947712
36,Albania,2021-04-07,50.82600566657766
37,Sweden,2021-04-07,113.20461737753976
38,Ukraine,2021-04-07,2392.8693112409164
39,Poland,2021-04-07,2962.565723432548
40,Ecuador,2021-04-07,447.2146313766825
41,Costa Rica,2021-04-07,83.7160528063846
42,Chad,2021-04-07,6.129144510964437
43,Azerbaijan,2021-04-07,214.8844912346408
44,Grenada,2021-04-07,0.0
45,Burma,2021-04-07,0.9169983336182668
46,Kosovo,2021-04-07,57.09199099554576
47,Saint Kitts and Nevis,2021-04-07,0.0
48,Panama,2021-04-07,35.87994893157156
49,Kazakhstan,2021-04-07,27.525856256140287
50,India,2021-04-07,2496.9735979806865
51,Dominica,2021-04-07,0.0
52,Marshall Islands,2021-04-07,0.0
53,Trinidad and Tobago,2021-04-07,1.4070058303407222
54,Nigeria,2021-04-07,39.07730103431959
55,Belize,2021-04-07,0.0
56,Somalia,2021-04-07,69.0622318823381
57,Solomon Islands,2021-04-07,0.0
58,Guinea,2021-04-07,14.486633199856001
59,Turkey,2021-04-07,1366.2425864361794
60,Laos,2021-04-07,0.0
61,Malta,2021-04-07,8.894915187902996
62,Ghana,2021-04-07,0.0
63,Saint Lucia,2021-04-07,3.2169222184826793
64,Honduras,2021-04-07,79.94147139263441
65,Chile,2021-04-07,544.3563160163685
66,Cote d'Ivoire,2021-04-07,21.12008969731687
67,Czechia,2021-04-07,878.6153509303949
68,Tunisia,2021-04-07,176.64822720086886
69,Mali,2021-04-07,13.67858644448728
70,Zambia,2021-04-07,21.68189883844684
71,Benin,2021-04-07,0.18824984383198284
72,Japan,2021-04-07,172.31602116312752
73,Comoros,2021-04-07,0.0
74,Italy,2021-04-07,3056.370784116065
75,Mauritania,2021-04-07,1.4524755314270124
76,El Salvador,2021-04-07,10.919778261673855
77,Lesotho,2021-04-07,0.0
78,Sudan,2021-04-07,26.47167358347815
79,Lebanon,2021-04-07,324.9204550828017
80,US,2021-04-07,6383.530089561362
81,Israel,2021-04-07,69.47896631132335
82,Georgia,2021-04-07,52.97966071488963
83,Dominican Republic,2021-04-07,23.00000101491605
84,Maldives,2021-04-07,1.7266102398735512
85,Mauritius,2021-04-07,1.1724526559500852
86,Uzbekistan,2021-04-07,7.8285887497821705
87,Finland,2021-04-07,34.02906082354184
88,Lithuania,2021-04-07,57.71501599924295
89,Djibouti,2021-04-07,8.050371420824035
90,"Korea, South",2021-04-07,28.335395835317968
91,United Kingdom,2021-04-07,158.5366855359025
92,Central African Republic,2021-04-07,1.6463405537376445
93,Syria,2021-04-07,78.06250357532303
94,Vanuatu,2021-04-07,0.0
95,Guinea-Bissau,2021-04-07,4.135716865817869
96,Nepal,2021-04-07,10.649774159981916
97,Australia,2021-04-07,0.0
98,Iran,2021-04-07,685.6992917589814
99,Mongolia,2021-04-07,2.5344644119796467
100,France,2021-04-07,1916.9214792044513
101,Sri Lanka,2021-04-07,11.5538905383047
102,Saint Vincent and the Grenadines,2021-04-07,0.0
103,Barbados,2021-04-07,2.0680635088562624
104,Moldova,2021-04-07,333.1061348219391
105,Belarus,2021-04-07,63.11981369768
106,United Arab Emirates,2021-04-07,33.889382549175025
107,Malawi,2021-04-07,12.921531045877373
108,New Zealand,2021-04-07,0.0
109,Andorra,2021-04-07,0.5210686720352129
110,Gabon,2021-04-07,12.685166311619668
111,Holy See,2021-04-07,0.0
112,Papua New Guinea,2021-04-07,28.738192742562504
113,Ethiopia,2021-04-07,181.25891687188914
114,Angola,2021-04-07,6.60936742744866
115,Sao Tome and Principe,2021-04-07,0.0021349491934188336
116,Niger,2021-04-07,0.5759062911655519
117,Vietnam,2021-04-07,0.0
118,Kenya,2021-04-07,62.64325680595903
119,Iceland,2021-04-07,0.0
120,Congo (Kinshasa),2021-04-07,10.404054142004952
121,Burundi,2021-04-07,0.0
122,Senegal,2021-04-07,27.234188777882537
123,Samoa,2021-04-07,0.0
124,Bahamas,2021-04-07,0.15910282436834677
125,Austria,2021-04-07,186.50699182069002
126,Brazil,2021-04-07,24200.277100701875
127,Kuwait,2021-04-07,38.57986086527376
128,Timor-Leste,2021-04-07,0.0
129,Pakistan,2021-04-07,585.7333005314485
130,Netherlands,2021-04-07,154.00167581159621
131,Liechtenstein,2021-04-07,0.0
132,Slovakia,2021-04-07,356.38311299037196
133,Qatar,2021-04-07,15.858043575289912
134,Iraq,2021-04-07,238.56740129511672
135,Uganda,2021-04-07,0.22603247724015318
136,Bosnia and Herzegovina,2021-04-07,605.3837371163781
137,Paraguay,2021-04-07,387.55553875943224
138,Germany,2021-04-07,981.0423629504949
139,South Africa,2021-04-07,302.9069040548129
140,Egypt,2021-04-07,248.06530977979673
141,Estonia,2021-04-07,95.5412477409825
142,Peru,2021-04-07,1643.3911118832038
143,Russia,2021-04-07,2394.2108685029234
144,Bhutan,2021-04-07,0.0
145,Micronesia,2021-04-07,0.0
146,Tajikistan,2021-04-07,0.0
147,Luxembourg,2021-04-07,4.805164130713138
148,Canada,2021-04-07,240.02688508068968
149,Venezuela,2021-04-07,99.69185741062188
150,Haiti,2021-04-07,1.371022075070215
151,Belgium,2021-04-07,230.29118860298695
152,Antigua and Barbuda,2021-04-07,0.11521005682073593
153,Argentina,2021-04-07,1085.1678722510042
154,Spain,2021-04-07,497.8696652381477
155,Seychelles,2021-04-07,4.372653492560396
156,Armenia,2021-04-07,146.71278371666904
157,Sierra Leone,2021-04-07,0.0
158,Indonesia,2021-04-07,799.1232857783543
159,Togo,2021-04-07,1.6796085242378638
160,Morocco,2021-04-07,40.82018810446425
161,Thailand,2021-04-07,0.343005498647841
162,Denmark,2021-04-07,12.993156013324551
163,Algeria,2021-04-07,27.23981594407951
164,Libya,2021-04-07,100.94157671074254
165,Hungary,2021-04-07,1979.7039423028946
166,Eritrea,2021-04-07,0.0
167,Nicaragua,2021-04-07,0.9488342324577559
168,Kyrgyzstan,2021-04-07,6.988841569716669
169,Eswatini,2021-04-07,0.02186612171692559
170,Rwanda,2021-04-07,13.075935516472498
171,Brunei,2021-04-07,0.0
172,Cuba,2021-04-07,16.158338365175894
173,Portugal,2021-04-07,12.457556138640939
174,Saudi Arabia,2021-04-07,43.74316288612772
175,Yemen,2021-04-07,114.84507452568869
176,Oman,2021-04-07,56.28520080587691
177,Ireland,2021-04-07,48.41234099899975
178,Liberia,2021-04-07,0.0
179,Botswana,2021-04-07,130.6871002857116
180,Suriname,2021-04-07,0.07836605197309154
181,Namibia,2021-04-07,26.205421676898368
182,Zimbabwe,2021-04-07,2.765069527422156
183,Croatia,2021-04-07,132.83280251497672
184,Burkina Faso,2021-04-07,0.4148432226758416
185,Madagascar,2021-04-07,58.86159730256463
186,Greece,2021-04-07,517.3089691114346
187,Philippines,2021-04-07,338.3720960543469
188,South Sudan,2021-04-07,2.7776829282431947
189,Guatemala,2021-04-07,67.17862781354233
