,country,target_date,forecast
0,Fiji,2020-10-27,0.0
1,North Macedonia,2020-10-27,58.21354282758375
2,Afghanistan,2020-10-27,27.458412515278496
3,Monaco,2020-10-27,0.0
4,Tanzania,2020-10-27,0.0
5,Equatorial Guinea,2020-10-27,0.0
6,Jordan,2020-10-27,220.186293216629
7,Congo (Brazzaville),2020-10-27,1.410452521432532
8,Uruguay,2020-10-27,0.8201877102649533
9,Mozambique,2020-10-27,4.762505652960442
10,Serbia,2020-10-27,16.39202435676475
11,Colombia,2020-10-27,1174.9580487864769
12,Montenegro,2020-10-27,52.30277257787242
13,Slovenia,2020-10-27,30.690355847508215
14,China,2020-10-27,0.0
15,Malaysia,2020-10-27,35.33568824843533
16,Bolivia,2020-10-27,126.8943365874311
17,Romania,2020-10-27,489.862684069667
18,Cyprus,2020-10-27,0.36550761895450634
19,Singapore,2020-10-27,0.4451525180346749
20,Latvia,2020-10-27,7.372317663415181
21,Jamaica,2020-10-27,27.914689757319877
22,Guyana,2020-10-27,6.690059414113378
23,Cameroon,2020-10-27,1.8428267711098556
24,Switzerland,2020-10-27,47.74875731448219
25,Gambia,2020-10-27,0.2838246859157465
26,Bahrain,2020-10-27,28.759096839750157
27,Norway,2020-10-27,0.7672350211602179
28,Cabo Verde,2020-10-27,10.63772475376986
29,Taiwan*,2020-10-27,0.0
30,West Bank and Gaza,2020-10-27,27.03274079576289
31,Mexico,2020-10-27,2887.5970645580237
32,San Marino,2020-10-27,0.0
33,Bangladesh,2020-10-27,92.13845077700898
34,Cambodia,2020-10-27,0.0
35,Bulgaria,2020-10-27,134.0443355128964
36,Albania,2020-10-27,28.845212639923716
37,Sweden,2020-10-27,18.44618653080761
38,Ukraine,2020-10-27,754.0124960879202
39,Poland,2020-10-27,692.6676261148141
40,Ecuador,2020-10-27,225.5984069980459
41,Costa Rica,2020-10-27,61.80087498927401
42,Chad,2020-10-27,0.0
43,Azerbaijan,2020-10-27,34.722824187288325
44,Grenada,2020-10-27,0.0
45,Burma,2020-10-27,252.13085429860405
46,Kosovo,2020-10-27,1.327939857456954
47,Saint Kitts and Nevis,2020-10-27,0.0
48,Panama,2020-10-27,72.60895634354029
49,Kazakhstan,2020-10-27,31.061548447449923
50,India,2020-10-27,4744.196674682404
51,Dominica,2020-10-27,0.0
52,Trinidad and Tobago,2020-10-27,3.798078891779909
53,Nigeria,2020-10-27,7.30896558490349
54,Belize,2020-10-27,5.5498860581614124
55,Somalia,2020-10-27,0.11853459345297779
56,Solomon Islands,2020-10-27,0.0
57,Guinea,2020-10-27,0.3475545238726596
58,Turkey,2020-10-27,555.4220313634651
59,Laos,2020-10-27,0.0
60,Malta,2020-10-27,0.9951573332818882
61,Ghana,2020-10-27,0.8986846234553809
62,Saint Lucia,2020-10-27,0.0
63,Honduras,2020-10-27,31.69040578952945
64,Chile,2020-10-27,249.47489855675485
65,Cote d'Ivoire,2020-10-27,0.01814814873344517
66,Czechia,2020-10-27,668.8702128250677
67,Tunisia,2020-10-27,278.0543349862787
68,Mali,2020-10-27,0.03349924802529358
69,Zambia,2020-10-27,3.3149980980525697
70,Benin,2020-10-27,0.0
71,Japan,2020-10-27,47.530849950838046
72,Comoros,2020-10-27,0.0
73,Italy,2020-10-27,604.2916536901103
74,Mauritania,2020-10-27,0.11842798614080152
75,El Salvador,2020-10-27,30.45169450406968
76,Lesotho,2020-10-27,0.005916496401908944
77,Sudan,2020-10-27,0.0
78,Lebanon,2020-10-27,40.815406768737375
79,US,2020-10-27,5244.480150023359
80,Israel,2020-10-27,157.98923419007224
81,Georgia,2020-10-27,65.74212126590484
82,Dominican Republic,2020-10-27,11.124120210776255
83,Maldives,2020-10-27,3.34647841277868
84,Mauritius,2020-10-27,0.0
85,Uzbekistan,2020-10-27,24.253927118415845
86,Finland,2020-10-27,0.4336549680730286
