,2021-02-20,2021-02-27,2021-03-06,2021-03-13,2021-03-20,2021-03-27,2021-04-03,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22,2021-05-29,2021-06-05,2021-06-12,2021-06-19,2021-06-26,2021-07-03,2021-07-10,2021-07-17,2021-07-24,2021-07-31,2021-08-07,2021-08-14,2021-08-21,2021-08-28,2021-09-04,2021-09-11,2021-09-18,2021-09-25,2021-10-02,2021-10-09,2021-10-16,2021-10-23,2021-10-30,2021-11-06,2021-11-13,2021-11-20,2021-11-27,2021-12-04,2021-12-11,2021-12-18
EuroCOVIDhub-ensemble,,,,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-03-08-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-03-15-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-03-22-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-03-29-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-04-05-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-04-12-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-04-19-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-04-26-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-05-03-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-05-10-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-05-17-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-05-24-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-05-31-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-06-07-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-06-14-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-06-21-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-06-28-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-07-05-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-07-12-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-07-19-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-07-26-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-08-02-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-08-09-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-08-16-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-08-23-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-08-30-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-09-06-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-09-13-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-09-20-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-09-27-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-10-04-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-10-11-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-10-18-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-10-25-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-11-01-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-11-08-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-11-15-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-11-22-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-11-29-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-12-06-EuroCOVIDhub-ensemble.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-ensemble/2021-12-13-EuroCOVIDhub-ensemble.csv
EuroCOVIDhub-baseline,,,,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-03-08-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-03-15-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-03-22-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-03-29-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-04-05-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-04-12-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-04-19-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-04-26-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-05-03-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-05-10-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-05-17-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-05-24-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-05-31-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-06-07-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-06-14-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-06-21-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-06-28-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-07-05-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-07-12-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-07-19-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-07-26-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-08-02-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-08-09-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-08-16-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-08-23-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-08-30-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-09-06-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-09-13-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-09-20-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-09-27-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-10-04-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-10-11-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-10-18-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-10-25-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-11-01-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-11-08-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-11-15-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-11-22-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-11-29-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-12-06-EuroCOVIDhub-baseline.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/EuroCOVIDhub-baseline/2021-12-13-EuroCOVIDhub-baseline.csv
epiforecasts-EpiExpert,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-02-15-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-02-22-epiforecasts-EpiExpert.csv,,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-03-08-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-03-15-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-03-22-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-03-29-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-04-05-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-04-12-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-04-19-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-04-26-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-05-03-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-05-10-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-05-17-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-05-24-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-05-31-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-06-07-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-06-14-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-06-21-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-06-28-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-07-05-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-07-12-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-07-19-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-07-26-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-08-02-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-08-09-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-08-16-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-08-23-epiforecasts-EpiExpert.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiExpert/2021-08-30-epiforecasts-EpiExpert.csv,,,,,,,,,,,,,,,
epiforecasts-EpiNow2,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-02-15-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-02-22-epiforecasts-EpiNow2.csv,,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-03-08-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-03-15-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-03-22-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-03-29-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-04-05-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-04-12-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-04-19-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-04-26-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-05-03-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-05-10-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-05-17-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-05-24-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-05-31-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-06-07-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-06-14-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-06-21-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-06-28-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-07-05-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-07-12-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-07-19-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-07-26-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-08-02-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-08-09-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-08-16-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-08-23-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-08-30-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-09-06-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-09-13-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-09-20-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-09-27-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-10-04-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-10-11-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-10-18-epiforecasts-EpiNow2.csv,,,,,,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-11-29-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-12-06-epiforecasts-EpiNow2.csv,https://raw.githubusercontent.com/covid19-forecast-hub-europe/covid19-forecast-hub-europe/main/data-processed/epiforecasts-EpiNow2/2021-12-13-epiforecasts-EpiNow2.csv
