location,forecast_MIMUW-StochSEIR,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,20891,17254,17901,18428,18903,19298,19602,19807,20046,20268,20470,20684,20891,21101,21313,21512,21717,21953,22184,22449,22852,23592,24460,25302,2021-05-22,day
