location,forecast_MIMUW-StochSEIR,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,69742,59496,61215,62609,64108,65407,66062,66906,67518,67982,68610,69176,69742,70320,71099,71796,72279,73099,73873,74775,76103,78459,79615,82434,2021-05-08,day
