location,forecast_MIMUW-StochSEIR,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,832,683,700,721,749,766,775,787,794,804,813,822,832,842,849,858,869,880,889,901,914,941,966,991,2021-07-10,day
