,country,target_date,target
0,Finland,2021-01-23,0.0
1,Iraq,2021-01-23,63.0
2,Czechia,2021-01-23,1071.0
3,Mauritius,2021-01-23,0.0
4,Austria,2021-01-23,294.0
5,Holy See,2021-01-23,0.0
6,Germany,2021-01-23,5859.0
7,Kosovo,2021-01-23,63.0
8,Serbia,2021-01-23,140.0
9,"Korea, South",2021-01-23,105.0
10,Papua New Guinea,2021-01-23,0.0
11,Cote d'Ivoire,2021-01-23,0.0
12,Indonesia,2021-01-23,1869.0
13,Namibia,2021-01-23,35.0
14,Sri Lanka,2021-01-23,14.0
15,Grenada,2021-01-23,0.0
16,Syria,2021-01-23,56.0
17,Slovakia,2021-01-23,497.0
18,Jamaica,2021-01-23,14.0
19,Qatar,2021-01-23,0.0
20,Trinidad and Tobago,2021-01-23,0.0
21,Chad,2021-01-23,0.0
22,Colombia,2021-01-23,2765.0
23,Madagascar,2021-01-23,0.0
24,Israel,2021-01-23,322.0
25,New Zealand,2021-01-23,0.0
26,Niger,2021-01-23,7.0
27,Switzerland,2021-01-23,441.0
28,Togo,2021-01-23,0.0
29,Vietnam,2021-01-23,0.0
30,Seychelles,2021-01-23,0.0
31,Gambia,2021-01-23,0.0
32,Mongolia,2021-01-23,0.0
33,Burma,2021-01-23,98.0
34,Gabon,2021-01-23,0.0
35,Andorra,2021-01-23,0.0
36,Saint Lucia,2021-01-23,0.0
37,Lebanon,2021-01-23,427.0
38,Lithuania,2021-01-23,217.0
39,Saint Vincent and the Grenadines,2021-01-23,0.0
40,Senegal,2021-01-23,63.0
41,Ghana,2021-01-23,21.0
42,Nepal,2021-01-23,42.0
43,Kazakhstan,2021-01-23,14.0
44,Pakistan,2021-01-23,336.0
45,Liberia,2021-01-23,0.0
46,Solomon Islands,2021-01-23,0.0
47,Bulgaria,2021-01-23,343.0
48,Jordan,2021-01-23,70.0
49,Mexico,2021-01-23,10290.0
50,Mauritania,2021-01-23,14.0
51,Timor-Leste,2021-01-23,0.0
52,Angola,2021-01-23,28.0
53,Uganda,2021-01-23,0.0
54,Turkey,2021-01-23,1113.0
55,Mali,2021-01-23,14.0
56,Guatemala,2021-01-23,238.0
57,North Macedonia,2021-01-23,91.0
58,Uruguay,2021-01-23,77.0
59,Luxembourg,2021-01-23,0.0
60,Kyrgyzstan,2021-01-23,14.0
61,Albania,2021-01-23,42.0
62,Nigeria,2021-01-23,98.0
63,Zambia,2021-01-23,91.0
64,Venezuela,2021-01-23,42.0
65,Iran,2021-01-23,588.0
66,Brazil,2021-01-23,8344.0
67,Bhutan,2021-01-23,0.0
68,Saudi Arabia,2021-01-23,28.0
69,Fiji,2021-01-23,0.0
70,United Arab Emirates,2021-01-23,42.0
71,Central African Republic,2021-01-23,0.0
72,Laos,2021-01-23,0.0
73,Belize,2021-01-23,7.0
74,Estonia,2021-01-23,35.0
75,Singapore,2021-01-23,0.0
76,Bahamas,2021-01-23,0.0
77,Bolivia,2021-01-23,308.0
78,Costa Rica,2021-01-23,98.0
79,Poland,2021-01-23,2415.0
80,Chile,2021-01-23,476.0
81,India,2021-01-23,1064.0
82,Kuwait,2021-01-23,7.0
83,Guinea-Bissau,2021-01-23,0.0
84,Azerbaijan,2021-01-23,77.0
85,US,2021-01-23,23044.0
86,Latvia,2021-01-23,140.0
87,Djibouti,2021-01-23,0.0
88,Sao Tome and Principe,2021-01-23,0.0
89,Norway,2021-01-23,7.0
90,Hungary,2021-01-23,665.0
91,West Bank and Gaza,2021-01-23,84.0
92,Yemen,2021-01-23,0.0
93,Morocco,2021-01-23,224.0
94,Belgium,2021-01-23,336.0
95,Dominica,2021-01-23,0.0
96,Bosnia and Herzegovina,2021-01-23,105.0
97,Somalia,2021-01-23,0.0
98,Nicaragua,2021-01-23,0.0
99,Rwanda,2021-01-23,28.0
100,Argentina,2021-01-23,1134.0
101,Armenia,2021-01-23,42.0
102,Cameroon,2021-01-23,0.0
103,Guinea,2021-01-23,0.0
104,Eritrea,2021-01-23,0.0
105,Moldova,2021-01-23,112.0
106,Oman,2021-01-23,7.0
107,Barbados,2021-01-23,0.0
108,Russia,2021-01-23,3962.0
109,Congo (Kinshasa),2021-01-23,21.0
110,Burundi,2021-01-23,0.0
111,France,2021-01-23,2429.0
112,Belarus,2021-01-23,63.0
113,South Sudan,2021-01-23,0.0
114,Denmark,2021-01-23,224.0
115,Uzbekistan,2021-01-23,0.0
116,Liechtenstein,2021-01-23,0.0
117,Italy,2021-01-23,3416.0
118,Montenegro,2021-01-23,21.0
119,Malta,2021-01-23,14.0
120,Ethiopia,2021-01-23,21.0
121,Canada,2021-01-23,861.0
122,Malawi,2021-01-23,119.0
123,Croatia,2021-01-23,203.0
124,Vanuatu,2021-01-23,0.0
125,Tunisia,2021-01-23,532.0
126,Greece,2021-01-23,189.0
127,Marshall Islands,2021-01-23,0.0
128,Ukraine,2021-01-23,1239.0
129,Brunei,2021-01-23,0.0
130,Sierra Leone,2021-01-23,0.0
131,Philippines,2021-01-23,378.0
132,Peru,2021-01-23,0.0
133,Romania,2021-01-23,518.0
134,Samoa,2021-01-23,0.0
135,Portugal,2021-01-23,1533.0
136,Eswatini,2021-01-23,112.0
137,Cabo Verde,2021-01-23,7.0
138,Malaysia,2021-01-23,77.0
139,Equatorial Guinea,2021-01-23,0.0
140,Botswana,2021-01-23,0.0
141,Bangladesh,2021-01-23,112.0
142,Lesotho,2021-01-23,7.0
143,Japan,2021-01-23,651.0
144,Sweden,2021-01-23,0.0
145,Taiwan*,2021-01-23,0.0
146,Thailand,2021-01-23,0.0
147,San Marino,2021-01-23,0.0
148,Maldives,2021-01-23,0.0
