,country,target_date,forecast
0,Saint Vincent and the Grenadines,2020-10-18,0.0
1,Angola,2020-10-18,1226.4023079240842
2,Ghana,2020-10-18,150.8275434975294
3,Eritrea,2020-10-18,24.692186213933894
4,Maldives,2020-10-18,353.1439530978878
5,India,2020-10-18,440776.44908488076
6,Kenya,2020-10-18,3147.8373378297547
7,Bahrain,2020-10-18,2763.348097565322
8,Algeria,2020-10-18,787.71864643562
9,France,2020-10-18,118827.43065008079
10,Mozambique,2020-10-18,721.8086663889735
11,Honduras,2020-10-18,4850.945017936203
12,"Korea, South",2020-10-18,570.3825075914465
13,Dominican Republic,2020-10-18,4285.47199399407
14,Montenegro,2020-10-18,2104.595370416673
15,Belgium,2020-10-18,29698.97572166784
16,Iran,2020-10-18,30936.43539592717
17,Ethiopia,2020-10-18,5561.650877831067
18,Albania,2020-10-18,1208.4109214379678
19,Yemen,2020-10-18,9.211499995187296
20,Ireland,2020-10-18,5154.0393103128445
21,Morocco,2020-10-18,20435.876571479952
22,Singapore,2020-10-18,31.43262084088201
23,Kazakhstan,2020-10-18,665.7864816810325
24,Finland,2020-10-18,2064.3811294771112
25,Liberia,2020-10-18,17.57153340124455
26,Greece,2020-10-18,2908.089406121824
27,Cabo Verde,2020-10-18,731.3249042162934
28,United Kingdom,2020-10-18,126696.41039577487
29,Australia,2020-10-18,162.46109957591034
30,New Zealand,2020-10-18,37.05373762652471
31,Jordan,2020-10-18,10497.39077824893
32,Malawi,2020-10-18,57.54183606982497
33,Peru,2020-10-18,15949.232473618351
34,Saint Kitts and Nevis,2020-10-18,0.0
35,Armenia,2020-10-18,4357.984772204225
36,Turkey,2020-10-18,11144.732013103669
37,Andorra,2020-10-18,892.699133629169
38,Holy See,2020-10-18,0.0
39,El Salvador,2020-10-18,1043.2338337348556
40,Bahamas,2020-10-18,1138.8933132100456
41,Colombia,2020-10-18,67619.88839577185
42,Croatia,2020-10-18,3740.9994467539946
43,Chile,2020-10-18,10455.556417474756
44,Iraq,2020-10-18,18087.960207949858
45,Sierra Leone,2020-10-18,35.7969165014124
46,Uzbekistan,2020-10-18,1937.2228628779849
47,Switzerland,2020-10-18,6589.326117051649
48,Qatar,2020-10-18,1470.989674385608
49,Ukraine,2020-10-18,41900.22919570276
50,Canada,2020-10-18,19753.780018356367
51,Cote d'Ivoire,2020-10-18,351.03032119358977
52,Dominica,2020-10-18,2.51665595702179
53,Belarus,2020-10-18,3818.0500771220686
54,Bangladesh,2020-10-18,9278.91646802309
55,Georgia,2020-10-18,4159.784900568591
56,Namibia,2020-10-18,196.05478049432168
57,Taiwan*,2020-10-18,9.236433762040065
58,Oman,2020-10-18,5024.784001346998
59,South Africa,2020-10-18,11002.976501447032
60,Tanzania,2020-10-18,0.0
61,Mauritius,2020-10-18,0.0
62,Afghanistan,2020-10-18,649.1632523419976
63,Luxembourg,2020-10-18,970.7231905474018
64,San Marino,2020-10-18,1.5995482924972748
65,Bhutan,2020-10-18,18.694236865769938
66,Kyrgyzstan,2020-10-18,1811.8298284677076
67,Guinea,2020-10-18,324.909728349754
68,Iceland,2020-10-18,706.0457348272544
69,Equatorial Guinea,2020-10-18,24.85852082589281
70,Fiji,2020-10-18,0.0
71,Antigua and Barbuda,2020-10-18,9.911104026687283
72,Sweden,2020-10-18,4881.586693869889
73,Gabon,2020-10-18,41.02451120999103
74,China,2020-10-18,187.44581110289437
75,Malta,2020-10-18,644.6524532606982
76,Bolivia,2020-10-18,981.67222969883
77,Nigeria,2020-10-18,637.3645084283926
78,Norway,2020-10-18,1177.7745690987176
79,Mongolia,2020-10-18,4.342344781836346
80,Venezuela,2020-10-18,3737.3568218574364
81,Slovakia,2020-10-18,7733.156499655535
82,Mali,2020-10-18,136.72957319472243
83,Laos,2020-10-18,0.0
84,Gambia,2020-10-18,38.5454139358435
85,Uruguay,2020-10-18,227.69025509483163
86,Central African Republic,2020-10-18,0.0
87,Senegal,2020-10-18,126.9227526304494
88,Comoros,2020-10-18,3.2282078745807894
89,Philippines,2020-10-18,14655.96625095635
90,Sao Tome and Principe,2020-10-18,20.5418861944637
91,Barbados,2020-10-18,13.261183322596793
92,Belize,2020-10-18,482.81823814596873
93,Burundi,2020-10-18,6.3128506429764
94,Jamaica,2020-10-18,1097.2215839246583
95,Germany,2020-10-18,29577.013061759528
96,Paraguay,2020-10-18,5441.582014259438
97,Brazil,2020-10-18,170106.66543588042
98,Guinea-Bissau,2020-10-18,40.553607389247645
99,Ecuador,2020-10-18,4151.486083610973
100,Brunei,2020-10-18,0.04783251125329002
101,Indonesia,2020-10-18,31791.414683998446
102,Cuba,2020-10-18,39.70370313356398
103,Czechia,2020-10-18,38848.58925730386
104,Niger,2020-10-18,0.0
105,Zambia,2020-10-18,557.3813662640769
106,Spain,2020-10-18,77248.60481624794
107,Eswatini,2020-10-18,87.11818202024824
108,Saudi Arabia,2020-10-18,2471.42039411678
109,Cameroon,2020-10-18,294.547963476125
110,Bulgaria,2020-10-18,3482.545747907956
111,Egypt,2020-10-18,871.7124743592576
112,Guyana,2020-10-18,343.0569494913848
113,Benin,2020-10-18,93.65099792578758
114,Papua New Guinea,2020-10-18,19.765530962213916
115,Japan,2020-10-18,3408.025984903463
116,Pakistan,2020-10-18,3994.6048114028526
117,Grenada,2020-10-18,0.0
118,Congo (Kinshasa),2020-10-18,64.10705446597058
119,Sudan,2020-10-18,0.7527033041969844
120,Tunisia,2020-10-18,11191.478084780545
121,Saint Lucia,2020-10-18,2.452051162061199
122,Lesotho,2020-10-18,122.49231677209718
123,Mauritania,2020-10-18,23.665448315357935
124,Lithuania,2020-10-18,1361.6747674887838
125,Burkina Faso,2020-10-18,102.86277392062038
126,Seychelles,2020-10-18,0.34806501324067085
127,Zimbabwe,2020-10-18,116.90939525117847
128,Nepal,2020-10-18,26248.709565502548
129,Austria,2020-10-18,8502.465849321597
130,Italy,2020-10-18,39615.995413681085
131,Malaysia,2020-10-18,3562.759341797464
132,Costa Rica,2020-10-18,8342.834000653776
133,Netherlands,2020-10-18,51030.39680351585
134,Congo (Brazzaville),2020-10-18,16.673179884588535
135,United Arab Emirates,2020-10-18,7216.452908106352
136,South Sudan,2020-10-18,55.18426355964448
137,Sri Lanka,2020-10-18,1503.8391042422236
138,Poland,2020-10-18,34626.86518593127
139,Slovenia,2020-10-18,2870.459007704165
140,Estonia,2020-10-18,243.5571820704481
141,Kosovo,2020-10-18,200.20837624989872
142,Kuwait,2020-10-18,4880.181710260935
143,Uganda,2020-10-18,1009.8092180247804
144,Syria,2020-10-18,420.6120674373942
145,Romania,2020-10-18,23879.22590133405
146,Monaco,2020-10-18,12.535609524417623
147,Moldova,2020-10-18,5892.669158948629
148,Vietnam,2020-10-18,29.90569133732538
149,Argentina,2020-10-18,103048.55030642182
150,Rwanda,2020-10-18,37.31821431559456
151,Suriname,2020-10-18,139.35762590151535
152,Denmark,2020-10-18,2483.5739904962393
153,Trinidad and Tobago,2020-10-18,224.17992786569448
154,Bosnia and Herzegovina,2020-10-18,2959.7443689609136
155,Panama,2020-10-18,5350.755444709343
156,Portugal,2020-10-18,9470.543720068948
157,Lebanon,2020-10-18,10177.386798644497
158,Botswana,2020-10-18,0.0
159,Haiti,2020-10-18,55.6389216216794
160,Hungary,2020-10-18,8049.3702557301585
161,West Bank and Gaza,2020-10-18,2557.492636155832
162,Tajikistan,2020-10-18,281.4370000394156
163,Liechtenstein,2020-10-18,25.48345665152243
164,Timor-Leste,2020-10-18,0.34028676657261414
165,Burma,2020-10-18,12778.51086101777
166,Madagascar,2020-10-18,127.6617477135369
167,Somalia,2020-10-18,205.27138740577857
168,Guatemala,2020-10-18,3739.1975135086977
169,Cyprus,2020-10-18,259.7495653434321
