location,forecast_UVA-Ensemble,0.025,0.1,0.25,0.5,0.75,0.9,0.975,target_date,type
AT,3349,0,0,1238,3349,5461,7361,9484,2021-06-26,day
BE,11850,0,2851,7114,11850,16586,20849,25612,2021-06-26,day
BG,312,0,0,0,312,1319,2225,3238,2021-06-26,day
CH,2292,0,0,0,2292,5746,8854,12328,2021-06-26,day
CY,274,0,0,0,274,629,949,1307,2021-06-26,day
CZ,0,0,0,0,0,2816,5350,8181,2021-06-26,day
DE,0,0,0,0,0,27902,53014,81078,2021-06-26,day
DK,5044,0,1680,3274,5044,6814,8407,10188,2021-06-26,day
EE,1,0,0,0,1,703,1334,2039,2021-06-26,day
ES,54541,42673,46781,50456,54541,58625,62301,66408,2021-06-26,day
FI,786,0,0,132,786,1440,2028,2686,2021-06-26,day
FR,52646,0,0,12796,52646,92495,128361,168442,2021-06-26,day
GB,53830,43059,46787,50124,53830,57537,60873,64602,2021-06-26,day
GR,7738,0,661,4013,7738,11463,14815,18562,2021-06-26,day
HR,119,0,0,0,119,2040,3768,5699,2021-06-26,day
HU,0,0,0,0,0,2114,4016,6142,2021-06-26,day
IE,4462,447,1837,3080,4462,5844,7087,8477,2021-06-26,day
IS,0,0,0,0,0,1,2,3,2021-06-26,day
IT,98,0,0,0,98,19192,36377,55581,2021-06-26,day
LI,12,0,1,6,12,18,23,28,2021-06-26,day
LT,0,0,0,0,0,2925,5557,8498,2021-06-26,day
LU,6,0,0,0,6,330,621,947,2021-06-26,day
LV,0,0,0,0,0,1417,2692,4117,2021-06-26,day
MT,13,0,0,0,13,31,46,64,2021-06-26,day
NL,16807,0,0,65,16807,33548,48616,65455,2021-06-26,day
NO,1940,0,399,1129,1940,2751,3481,4296,2021-06-26,day
PL,2980,0,0,0,2980,7843,12220,17111,2021-06-26,day
PT,3881,2378,2898,3364,3881,4398,4863,5383,2021-06-26,day
RO,0,0,0,0,0,1753,3331,5095,2021-06-26,day
SE,0,0,0,0,0,13747,26119,39946,2021-06-26,day
SI,151,0,0,0,151,850,1479,2182,2021-06-26,day
SK,681,0,0,13,681,1350,1952,2625,2021-06-26,day
