location,forecast_UVA-Ensemble,0.025,0.1,0.25,0.5,0.75,0.9,0.975,target_date,type
AT,245,0,0,0,245,6533,12193,18518,2021-06-05,day
BE,15515,9531,11602,13456,15515,17574,19428,21499,2021-06-05,day
BG,0,0,0,0,0,4109,7808,11941,2021-06-05,day
CH,8155,0,0,3775,8155,12535,16478,20883,2021-06-05,day
CY,1524,0,0,0,1524,3057,4437,5979,2021-06-05,day
CZ,0,0,0,0,0,8377,15916,24342,2021-06-05,day
DE,58890,0,0,16238,58890,101541,139929,182829,2021-06-05,day
DK,6730,3099,4356,5480,6730,7979,9103,10360,2021-06-05,day
EE,1982,0,0,801,1982,3163,4227,5415,2021-06-05,day
ES,30086,0,0,6209,30086,53964,75454,99471,2021-06-05,day
FI,1833,1508,1620,1721,1833,1945,2046,2158,2021-06-05,day
FR,76453,0,0,14859,76453,138047,193484,255436,2021-06-05,day
GB,17441,4889,9234,13121,17441,21760,25647,29992,2021-06-05,day
GR,7806,0,618,4023,7806,11589,14995,18800,2021-06-05,day
HR,4904,0,0,0,4904,10611,15748,21488,2021-06-05,day
HU,1114,0,0,0,1114,6543,11430,16891,2021-06-05,day
IE,0,0,0,0,0,1771,3364,5145,2021-06-05,day
IS,0,0,0,0,0,33,63,97,2021-06-05,day
IT,30031,0,0,3307,30031,56755,80808,107687,2021-06-05,day
LI,0,0,0,0,0,16,30,46,2021-06-05,day
LT,7063,2978,4392,5657,7063,8468,9733,11147,2021-06-05,day
LU,665,0,0,235,665,1096,1483,1916,2021-06-05,day
LV,4493,3865,4083,4277,4493,4709,4904,5121,2021-06-05,day
MT,0,0,0,0,0,130,247,378,2021-06-05,day
NL,31802,2591,12702,21749,31802,41854,50902,61013,2021-06-05,day
NO,4475,4181,4283,4374,4475,4577,4668,4770,2021-06-05,day
PL,0,0,0,0,0,32430,61618,94237,2021-06-05,day
PT,2862,0,0,277,2862,5447,7774,10373,2021-06-05,day
RO,0,0,0,0,0,6329,12026,18391,2021-06-05,day
SE,25280,1286,9591,17023,25280,33536,40968,49273,2021-06-05,day
SI,1337,0,0,0,1337,3203,4883,6760,2021-06-05,day
SK,1042,0,0,0,1042,2096,3044,4104,2021-06-05,day
