location,forecast_UVA-Ensemble,0.025,0.1,0.25,0.5,0.75,0.9,0.975,target_date,type
AT,2224,0,487,1310,2224,3138,3960,4880,2021-07-31,day
BE,13290,7953,9800,11453,13290,15127,16780,18628,2021-07-31,day
BG,908,68,359,619,908,1198,1458,1749,2021-07-31,day
CH,1375,0,0,0,1375,3186,4816,6637,2021-07-31,day
CY,856,0,0,0,856,5084,8890,13142,2021-07-31,day
CZ,3329,984,1795,2522,3329,4136,4862,5674,2021-07-31,day
DE,16673,1403,6688,11418,16673,21928,26657,31943,2021-07-31,day
DK,6618,0,1954,4163,6618,9073,11282,13752,2021-07-31,day
EE,717,148,345,521,717,912,1088,1285,2021-07-31,day
ES,43593,0,0,0,43593,143803,233996,334789,2021-07-31,day
FI,982,0,0,407,982,1556,2073,2651,2021-07-31,day
FR,20939,0,0,0,20939,42170,61278,82633,2021-07-31,day
GB,558038,0,180338,359252,558038,756825,935739,1135682,2021-07-31,day
GR,17342,0,0,5351,17342,29333,40126,52186,2021-07-31,day
HR,1479,995,1163,1313,1479,1646,1796,1963,2021-07-31,day
HU,111,0,0,0,111,294,458,641,2021-07-31,day
IE,5824,1238,2825,4246,5824,7402,8822,10410,2021-07-31,day
IS,2,1,1,2,2,2,3,3,2021-07-31,day
IT,22329,0,2349,11814,22329,32845,42309,52886,2021-07-31,day
LI,16,0,3,9,16,22,28,35,2021-07-31,day
LT,1239,0,0,205,1239,2273,3204,4244,2021-07-31,day
LU,925,0,203,545,925,1305,1648,2030,2021-07-31,day
LV,543,0,0,207,543,880,1182,1521,2021-07-31,day
MT,668,463,534,597,668,738,802,872,2021-07-31,day
NL,106593,19831,49862,76735,106593,136451,163324,193355,2021-07-31,day
NO,2260,1436,1721,1976,2260,2543,2798,3084,2021-07-31,day
PL,1200,0,52,596,1200,1804,2348,2955,2021-07-31,day
PT,21202,0,4466,12394,21202,30010,37937,46797,2021-07-31,day
RO,750,77,310,518,750,982,1190,1423,2021-07-31,day
SE,2507,0,116,1248,2507,3765,4897,6162,2021-07-31,day
SI,25,0,0,0,25,406,750,1133,2021-07-31,day
SK,310,0,39,168,310,452,580,724,2021-07-31,day
