,country,target_date,target
0,Fiji,2021-06-16,0.0
1,North Macedonia,2021-06-16,7.0
2,Afghanistan,2021-06-16,392.0
3,Monaco,2021-06-16,0.0
4,Tanzania,2021-06-16,0.0
5,Equatorial Guinea,2021-06-16,0.0
6,Jordan,2021-06-16,63.0
7,Congo (Brazzaville),2021-06-16,0.0
8,Uruguay,2021-06-16,308.0
9,Mozambique,2021-06-16,0.0
10,Serbia,2021-06-16,42.0
11,Colombia,2021-06-16,4116.0
12,Montenegro,2021-06-16,7.0
13,Slovenia,2021-06-16,14.0
14,China,2021-06-16,0.0
15,Malaysia,2021-06-16,511.0
16,Bolivia,2021-06-16,616.0
17,Romania,2021-06-16,672.0
18,Cyprus,2021-06-16,7.0
19,Singapore,2021-06-16,0.0
20,Latvia,2021-06-16,42.0
21,Jamaica,2021-06-16,7.0
22,Guyana,2021-06-16,14.0
23,Cameroon,2021-06-16,0.0
24,Switzerland,2021-06-16,14.0
25,Gambia,2021-06-16,0.0
26,Bahrain,2021-06-16,91.0
27,Norway,2021-06-16,0.0
28,Cabo Verde,2021-06-16,7.0
29,Taiwan*,2021-06-16,168.0
30,West Bank and Gaza,2021-06-16,21.0
31,Mexico,2021-06-16,1589.0
32,San Marino,2021-06-16,0.0
33,Bangladesh,2021-06-16,329.0
34,Cambodia,2021-06-16,77.0
35,Bulgaria,2021-06-16,105.0
36,Albania,2021-06-16,0.0
37,Sweden,2021-06-16,0.0
38,Ukraine,2021-06-16,532.0
39,Poland,2021-06-16,364.0
40,Ecuador,2021-06-16,210.0
41,Costa Rica,2021-06-16,140.0
42,Chad,2021-06-16,0.0
43,Azerbaijan,2021-06-16,14.0
44,Grenada,2021-06-16,0.0
45,Burma,2021-06-16,14.0
46,Kosovo,2021-06-16,0.0
47,Saint Kitts and Nevis,2021-06-16,0.0
48,Panama,2021-06-16,42.0
49,Kazakhstan,2021-06-16,0.0
50,India,2021-06-16,23121.0
51,Dominica,2021-06-16,0.0
52,Marshall Islands,2021-06-16,0.0
53,Trinidad and Tobago,2021-06-16,84.0
54,Nigeria,2021-06-16,0.0
55,Belize,2021-06-16,0.0
56,Somalia,2021-06-16,0.0
57,Solomon Islands,2021-06-16,0.0
58,Guinea,2021-06-16,0.0
59,Turkey,2021-06-16,518.0
60,Laos,2021-06-16,0.0
61,Malta,2021-06-16,0.0
62,Ghana,2021-06-16,0.0
63,Saint Lucia,2021-06-16,0.0
64,Honduras,2021-06-16,147.0
65,Chile,2021-06-16,749.0
66,Cote d'Ivoire,2021-06-16,0.0
67,Czechia,2021-06-16,35.0
68,Tunisia,2021-06-16,497.0
69,Mali,2021-06-16,0.0
70,Zambia,2021-06-16,168.0
71,Benin,2021-06-16,0.0
72,Japan,2021-06-16,448.0
73,Comoros,2021-06-16,0.0
74,Italy,2021-06-16,364.0
75,Mauritania,2021-06-16,7.0
76,El Salvador,2021-06-16,28.0
77,Lesotho,2021-06-16,0.0
78,Sudan,2021-06-16,0.0
79,Lebanon,2021-06-16,0.0
80,US,2021-06-16,2373.0
81,Israel,2021-06-16,0.0
82,Georgia,2021-06-16,98.0
83,Dominican Republic,2021-06-16,35.0
84,Maldives,2021-06-16,7.0
85,Mauritius,2021-06-16,0.0
86,Uzbekistan,2021-06-16,7.0
87,Finland,2021-06-16,0.0
88,Lithuania,2021-06-16,28.0
89,Djibouti,2021-06-16,0.0
90,"Korea, South",2021-06-16,14.0
91,United Kingdom,2021-06-16,63.0
92,Central African Republic,2021-06-16,0.0
93,Syria,2021-06-16,21.0
94,Vanuatu,2021-06-16,0.0
95,Guinea-Bissau,2021-06-16,0.0
96,Nepal,2021-06-16,371.0
97,Australia,2021-06-16,0.0
98,Iran,2021-06-16,903.0
99,Mongolia,2021-06-16,70.0
100,France,2021-06-16,441.0
101,Sri Lanka,2021-06-16,434.0
102,Saint Vincent and the Grenadines,2021-06-16,0.0
103,Barbados,2021-06-16,0.0
104,Moldova,2021-06-16,14.0
105,Belarus,2021-06-16,63.0
106,United Arab Emirates,2021-06-16,28.0
107,Malawi,2021-06-16,0.0
108,New Zealand,2021-06-16,0.0
109,Andorra,2021-06-16,0.0
110,Kiribati,2021-06-16,0.0
111,Gabon,2021-06-16,0.0
112,Holy See,2021-06-16,0.0
113,Papua New Guinea,2021-06-16,0.0
114,Ethiopia,2021-06-16,35.0
115,Angola,2021-06-16,35.0
116,Sao Tome and Principe,2021-06-16,0.0
117,Niger,2021-06-16,0.0
118,Vietnam,2021-06-16,7.0
119,Kenya,2021-06-16,98.0
120,Iceland,2021-06-16,0.0
121,Congo (Kinshasa),2021-06-16,28.0
122,Burundi,2021-06-16,0.0
123,Senegal,2021-06-16,0.0
124,Samoa,2021-06-16,0.0
125,Bahamas,2021-06-16,7.0
126,Austria,2021-06-16,14.0
127,Brazil,2021-06-16,15512.0
128,Kuwait,2021-06-16,28.0
129,Timor-Leste,2021-06-16,0.0
130,Pakistan,2021-06-16,329.0
131,Netherlands,2021-06-16,21.0
132,Liechtenstein,2021-06-16,0.0
133,Slovakia,2021-06-16,21.0
134,Qatar,2021-06-16,7.0
135,Iraq,2021-06-16,154.0
136,Uganda,2021-06-16,70.0
137,Bosnia and Herzegovina,2021-06-16,42.0
138,Paraguay,2021-06-16,938.0
139,Germany,2021-06-16,707.0
140,South Africa,2021-06-16,798.0
141,Egypt,2021-06-16,259.0
142,Estonia,2021-06-16,0.0
