,country,target_date,target
0,Fiji,2021-06-09,0.0
1,North Macedonia,2021-06-09,42.0
2,Afghanistan,2021-06-09,287.0
3,Monaco,2021-06-09,0.0
4,Tanzania,2021-06-09,0.0
5,Equatorial Guinea,2021-06-09,0.0
6,Jordan,2021-06-09,49.0
7,Congo (Brazzaville),2021-06-09,0.0
8,Uruguay,2021-06-09,399.0
9,Mozambique,2021-06-09,7.0
10,Serbia,2021-06-09,56.0
11,Colombia,2021-06-09,3745.0
12,Montenegro,2021-06-09,7.0
13,Slovenia,2021-06-09,14.0
14,China,2021-06-09,0.0
15,Malaysia,2021-06-09,602.0
16,Bolivia,2021-06-09,476.0
17,Romania,2021-06-09,791.0
18,Cyprus,2021-06-09,7.0
19,Singapore,2021-06-09,0.0
20,Latvia,2021-06-09,42.0
21,Jamaica,2021-06-09,0.0
22,Guyana,2021-06-09,21.0
23,Cameroon,2021-06-09,0.0
24,Switzerland,2021-06-09,21.0
25,Gambia,2021-06-09,0.0
26,Bahrain,2021-06-09,133.0
27,Norway,2021-06-09,0.0
28,Cabo Verde,2021-06-09,0.0
29,Taiwan*,2021-06-09,175.0
30,West Bank and Gaza,2021-06-09,14.0
31,Mexico,2021-06-09,1442.0
32,San Marino,2021-06-09,0.0
33,Bangladesh,2021-06-09,252.0
34,Cambodia,2021-06-09,70.0
35,Bulgaria,2021-06-09,84.0
36,Albania,2021-06-09,0.0
37,Sweden,2021-06-09,77.0
38,Ukraine,2021-06-09,658.0
39,Poland,2021-06-09,266.0
40,Ecuador,2021-06-09,175.0
41,Costa Rica,2021-06-09,182.0
42,Chad,2021-06-09,0.0
43,Azerbaijan,2021-06-09,21.0
44,Grenada,2021-06-09,0.0
45,Burma,2021-06-09,14.0
46,Kosovo,2021-06-09,0.0
47,Saint Kitts and Nevis,2021-06-09,0.0
48,Panama,2021-06-09,35.0
49,Kazakhstan,2021-06-09,21.0
50,India,2021-06-09,16989.0
51,Dominica,2021-06-09,0.0
52,Marshall Islands,2021-06-09,0.0
53,Trinidad and Tobago,2021-06-09,91.0
54,Nigeria,2021-06-09,0.0
55,Belize,2021-06-09,0.0
56,Somalia,2021-06-09,0.0
57,Solomon Islands,2021-06-09,0.0
58,Guinea,2021-06-09,0.0
59,Turkey,2021-06-09,644.0
60,Laos,2021-06-09,0.0
61,Malta,2021-06-09,0.0
62,Ghana,2021-06-09,0.0
63,Saint Lucia,2021-06-09,0.0
64,Honduras,2021-06-09,133.0
65,Chile,2021-06-09,840.0
66,Cote d'Ivoire,2021-06-09,0.0
67,Czechia,2021-06-09,63.0
68,Tunisia,2021-06-09,329.0
69,Mali,2021-06-09,7.0
70,Zambia,2021-06-09,42.0
71,Benin,2021-06-09,0.0
72,Japan,2021-06-09,602.0
73,Comoros,2021-06-09,0.0
74,Italy,2021-06-09,455.0
75,Mauritania,2021-06-09,0.0
76,El Salvador,2021-06-09,28.0
77,Lesotho,2021-06-09,0.0
78,Sudan,2021-06-09,0.0
79,Lebanon,2021-06-09,42.0
80,US,2021-06-09,2660.0
81,Israel,2021-06-09,0.0
82,Georgia,2021-06-09,133.0
83,Dominican Republic,2021-06-09,35.0
84,Maldives,2021-06-09,14.0
85,Mauritius,2021-06-09,0.0
86,Uzbekistan,2021-06-09,14.0
87,Finland,2021-06-09,0.0
88,Lithuania,2021-06-09,35.0
89,Djibouti,2021-06-09,0.0
90,"Korea, South",2021-06-09,14.0
91,United Kingdom,2021-06-09,77.0
92,Central African Republic,2021-06-09,0.0
93,Syria,2021-06-09,21.0
94,Vanuatu,2021-06-09,0.0
95,Guinea-Bissau,2021-06-09,0.0
96,Nepal,2021-06-09,644.0
97,Australia,2021-06-09,0.0
98,Iran,2021-06-09,1085.0
99,Mongolia,2021-06-09,42.0
100,France,2021-06-09,455.0
101,Sri Lanka,2021-06-09,336.0
102,Saint Vincent and the Grenadines,2021-06-09,0.0
103,Barbados,2021-06-09,0.0
104,Moldova,2021-06-09,28.0
105,Belarus,2021-06-09,70.0
106,United Arab Emirates,2021-06-09,21.0
107,Malawi,2021-06-09,0.0
108,New Zealand,2021-06-09,0.0
109,Andorra,2021-06-09,0.0
110,Kiribati,2021-06-09,0.0
111,Gabon,2021-06-09,0.0
112,Holy See,2021-06-09,0.0
113,Papua New Guinea,2021-06-09,0.0
114,Ethiopia,2021-06-09,49.0
115,Angola,2021-06-09,28.0
116,Sao Tome and Principe,2021-06-09,0.0
117,Niger,2021-06-09,0.0
118,Vietnam,2021-06-09,0.0
119,Kenya,2021-06-09,133.0
120,Iceland,2021-06-09,0.0
121,Congo (Kinshasa),2021-06-09,28.0
122,Burundi,2021-06-09,0.0
123,Senegal,2021-06-09,7.0
124,Samoa,2021-06-09,0.0
125,Bahamas,2021-06-09,0.0
126,Austria,2021-06-09,28.0
127,Brazil,2021-06-09,11774.0
128,Kuwait,2021-06-09,28.0
129,Timor-Leste,2021-06-09,0.0
130,Pakistan,2021-06-09,532.0
131,Netherlands,2021-06-09,56.0
132,Liechtenstein,2021-06-09,0.0
133,Slovakia,2021-06-09,63.0
134,Qatar,2021-06-09,7.0
135,Iraq,2021-06-09,182.0
136,Uganda,2021-06-09,28.0
137,Bosnia and Herzegovina,2021-06-09,203.0
138,Paraguay,2021-06-09,917.0
139,Germany,2021-06-09,665.0
140,South Africa,2021-06-09,623.0
141,Egypt,2021-06-09,301.0
142,Estonia,2021-06-09,7.0
143,Peru,2021-06-09,1820.0
144,Russia,2021-06-09,2604.0
145,Bhutan,2021-06-09,0.0
146,Micronesia,2021-06-09,0.0
147,Tajikistan,2021-06-09,0.0
148,Luxembourg,2021-06-09,0.0
149,Canada,2021-06-09,259.0
150,Venezuela,2021-06-09,98.0
151,Haiti,2021-06-09,14.0
152,Belgium,2021-06-09,70.0
153,Antigua and Barbuda,2021-06-09,0.0
154,Argentina,2021-06-09,3871.0
155,Spain,2021-06-09,161.0
156,Seychelles,2021-06-09,0.0
157,Armenia,2021-06-09,28.0
158,Sierra Leone,2021-06-09,0.0
159,Indonesia,2021-06-09,1309.0
160,Togo,2021-06-09,0.0
161,Morocco,2021-06-09,28.0
162,Thailand,2021-06-09,231.0
163,Denmark,2021-06-09,0.0
164,Algeria,2021-06-09,49.0
165,Libya,2021-06-09,21.0
166,Hungary,2021-06-09,119.0
167,Eritrea,2021-06-09,0.0
168,Nicaragua,2021-06-09,0.0
169,Kyrgyzstan,2021-06-09,35.0
170,Eswatini,2021-06-09,0.0
171,Rwanda,2021-06-09,7.0
172,Brunei,2021-06-09,0.0
173,Cuba,2021-06-09,63.0
174,Portugal,2021-06-09,14.0
175,Saudi Arabia,2021-06-09,112.0
176,Yemen,2021-06-09,7.0
177,Oman,2021-06-09,77.0
178,Ireland,2021-06-09,0.0
179,Liberia,2021-06-09,0.0
