,country,target_date,target
0,Fiji,2021-06-24,0.0
1,North Macedonia,2021-06-24,7.0
2,Afghanistan,2021-06-24,546.0
3,Monaco,2021-06-24,0.0
4,Tanzania,2021-06-24,0.0
5,Equatorial Guinea,2021-06-24,0.0
6,Jordan,2021-06-24,70.0
7,Congo (Brazzaville),2021-06-24,0.0
8,Uruguay,2021-06-24,238.0
9,Mozambique,2021-06-24,21.0
10,Serbia,2021-06-24,35.0
11,Colombia,2021-06-24,4515.0
12,Montenegro,2021-06-24,7.0
13,Slovenia,2021-06-24,7.0
14,China,2021-06-24,0.0
15,Malaysia,2021-06-24,518.0
16,Bolivia,2021-06-24,483.0
17,Romania,2021-06-24,672.0
18,Cyprus,2021-06-24,0.0
19,Singapore,2021-06-24,0.0
20,Latvia,2021-06-24,21.0
21,Jamaica,2021-06-24,21.0
22,Guyana,2021-06-24,14.0
23,Cameroon,2021-06-24,0.0
24,Switzerland,2021-06-24,7.0
25,Gambia,2021-06-24,0.0
26,Bahrain,2021-06-24,63.0
27,Norway,2021-06-24,0.0
28,Cabo Verde,2021-06-24,7.0
29,Taiwan*,2021-06-24,140.0
30,West Bank and Gaza,2021-06-24,7.0
31,Mexico,2021-06-24,1547.0
32,San Marino,2021-06-24,0.0
33,Bangladesh,2021-06-24,546.0
34,Cambodia,2021-06-24,119.0
35,Bulgaria,2021-06-24,49.0
36,Albania,2021-06-24,0.0
37,Sweden,2021-06-24,0.0
38,Ukraine,2021-06-24,315.0
39,Poland,2021-06-24,203.0
40,Ecuador,2021-06-24,77.0
41,Costa Rica,2021-06-24,98.0
42,Chad,2021-06-24,0.0
43,Azerbaijan,2021-06-24,7.0
44,Grenada,2021-06-24,0.0
45,Burma,2021-06-24,21.0
46,Kosovo,2021-06-24,0.0
47,Saint Kitts and Nevis,2021-06-24,0.0
48,Panama,2021-06-24,49.0
49,Kazakhstan,2021-06-24,7.0
50,India,2021-06-24,9506.0
51,Dominica,2021-06-24,0.0
52,Marshall Islands,2021-06-24,0.0
53,Trinidad and Tobago,2021-06-24,70.0
54,Nigeria,2021-06-24,0.0
55,Belize,2021-06-24,0.0
56,Somalia,2021-06-24,0.0
57,Solomon Islands,2021-06-24,0.0
58,Guinea,2021-06-24,0.0
59,Turkey,2021-06-24,413.0
60,Laos,2021-06-24,0.0
61,Malta,2021-06-24,0.0
62,Ghana,2021-06-24,0.0
63,Saint Lucia,2021-06-24,0.0
64,Honduras,2021-06-24,196.0
65,Chile,2021-06-24,833.0
66,Cote d'Ivoire,2021-06-24,0.0
67,Czechia,2021-06-24,21.0
68,Tunisia,2021-06-24,602.0
69,Mali,2021-06-24,0.0
70,Zambia,2021-06-24,343.0
71,Benin,2021-06-24,0.0
72,Japan,2021-06-24,294.0
73,Comoros,2021-06-24,0.0
74,Italy,2021-06-24,196.0
75,Mauritania,2021-06-24,0.0
76,El Salvador,2021-06-24,35.0
77,Lesotho,2021-06-24,0.0
78,Sudan,2021-06-24,0.0
79,Lebanon,2021-06-24,21.0
80,US,2021-06-24,2387.0
81,Israel,2021-06-24,0.0
82,Georgia,2021-06-24,119.0
83,Dominican Republic,2021-06-24,56.0
84,Maldives,2021-06-24,7.0
85,Mauritius,2021-06-24,0.0
86,Uzbekistan,2021-06-24,7.0
87,Finland,2021-06-24,0.0
88,Lithuania,2021-06-24,21.0
89,Djibouti,2021-06-24,0.0
