,country,target_date,target
0,Fiji,2020-11-11,0.0
1,North Macedonia,2020-11-11,140.0
2,Afghanistan,2020-11-11,21.0
3,Monaco,2020-11-11,0.0
4,Tanzania,2020-11-11,0.0
5,Equatorial Guinea,2020-11-11,0.0
6,Jordan,2020-11-11,434.0
7,Congo (Brazzaville),2020-11-11,0.0
8,Uruguay,2020-11-11,0.0
9,Mozambique,2020-11-11,0.0
10,Serbia,2020-11-11,77.0
11,Colombia,2020-11-11,1330.0
12,Montenegro,2020-11-11,35.0
13,Slovenia,2020-11-11,189.0
14,China,2020-11-11,0.0
15,Malaysia,2020-11-11,28.0
16,Bolivia,2020-11-11,63.0
17,Romania,2020-11-11,910.0
18,Cyprus,2020-11-11,0.0
19,Singapore,2020-11-11,0.0
20,Latvia,2020-11-11,14.0
21,Jamaica,2020-11-11,7.0
22,Guyana,2020-11-11,7.0
23,Cameroon,2020-11-11,0.0
24,Switzerland,2020-11-11,574.0
25,Gambia,2020-11-11,0.0
26,Bahrain,2020-11-11,7.0
27,Norway,2020-11-11,0.0
28,Cabo Verde,2020-11-11,7.0
29,Taiwan*,2020-11-11,0.0
30,West Bank and Gaza,2020-11-11,28.0
31,Mexico,2020-11-11,3808.0
32,San Marino,2020-11-11,0.0
33,Bangladesh,2020-11-11,119.0
34,Cambodia,2020-11-11,0.0
35,Bulgaria,2020-11-11,392.0
36,Albania,2020-11-11,56.0
37,Sweden,2020-11-11,35.0
38,Ukraine,2020-11-11,1372.0
39,Poland,2020-11-11,2443.0
40,Ecuador,2020-11-11,182.0
41,Costa Rica,2020-11-11,77.0
42,Chad,2020-11-11,0.0
43,Azerbaijan,2020-11-11,105.0
44,Grenada,2020-11-11,0.0
45,Burma,2020-11-11,154.0
46,Kosovo,2020-11-11,35.0
47,Saint Kitts and Nevis,2020-11-11,0.0
48,Panama,2020-11-11,77.0
49,Kazakhstan,2020-11-11,0.0
50,India,2020-11-11,3850.0
51,Dominica,2020-11-11,0.0
52,Marshall Islands,2020-11-11,0.0
53,Trinidad and Tobago,2020-11-11,0.0
54,Nigeria,2020-11-11,9.605231866825306
55,Belize,2020-11-11,14.0
56,Somalia,2020-11-11,0.0
57,Solomon Islands,2020-11-11,0.0
58,Guinea,2020-11-11,0.0
59,Turkey,2020-11-11,588.0
60,Laos,2020-11-11,0.0
61,Malta,2020-11-11,21.0
62,Ghana,2020-11-11,0.0
63,Saint Lucia,2020-11-11,0.0
64,Honduras,2020-11-11,42.0
65,Chile,2020-11-11,315.0
66,Cote d'Ivoire,2020-11-11,0.0
67,Czechia,2020-11-11,1379.0
68,Tunisia,2020-11-11,553.0
69,Mali,2020-11-11,0.0
70,Zambia,2020-11-11,0.0
71,Benin,2020-11-11,0.0
72,Japan,2020-11-11,42.0
73,Comoros,2020-11-11,0.0
74,Italy,2020-11-11,2996.0
75,Mauritania,2020-11-11,0.0
76,El Salvador,2020-11-11,28.0
77,Lesotho,2020-11-11,0.0
78,Sudan,2020-11-11,0.0
79,Lebanon,2020-11-11,91.0
80,US,2020-11-11,8078.0
81,Israel,2020-11-11,70.0
82,Georgia,2020-11-11,154.0
83,Dominican Republic,2020-11-11,14.0
84,Maldives,2020-11-11,0.0
85,Mauritius,2020-11-11,0.0
86,Uzbekistan,2020-11-11,14.0
87,Finland,2020-11-11,0.0
88,Lithuania,2020-11-11,42.0
89,Djibouti,2020-11-11,0.0
90,"Korea, South",2020-11-11,7.0
91,United Kingdom,2020-11-11,2646.0
92,Central African Republic,2020-11-11,0.0
93,Syria,2020-11-11,28.0
94,Guinea-Bissau,2020-11-11,0.0
95,Nepal,2020-11-11,126.0
96,Australia,2020-11-11,0.0
97,Iran,2020-11-11,3171.0
