,country,target_date,target
0,Fiji,2020-11-07,0.0
1,North Macedonia,2020-11-07,98.0
2,Afghanistan,2020-11-07,21.0
3,Monaco,2020-11-07,0.0
4,Tanzania,2020-11-07,0.0
5,Equatorial Guinea,2020-11-07,0.0
6,Jordan,2020-11-07,329.0
7,Congo (Brazzaville),2020-11-07,0.0
8,Uruguay,2020-11-07,0.0
9,Mozambique,2020-11-07,7.0
10,Serbia,2020-11-07,63.0
11,Colombia,2020-11-07,1358.0
12,Montenegro,2020-11-07,28.0
13,Slovenia,2020-11-07,182.0
14,China,2020-11-07,0.0
15,Malaysia,2020-11-07,21.0
16,Bolivia,2020-11-07,70.0
17,Romania,2020-11-07,847.0
18,Cyprus,2020-11-07,0.0
19,Singapore,2020-11-07,0.0
20,Latvia,2020-11-07,21.0
21,Jamaica,2020-11-07,14.0
22,Guyana,2020-11-07,14.0
23,Cameroon,2020-11-07,0.0
24,Switzerland,2020-11-07,511.0
25,Gambia,2020-11-07,0.0
26,Bahrain,2020-11-07,7.0
27,Norway,2020-11-07,0.0
28,Cabo Verde,2020-11-07,0.0
29,Taiwan*,2020-11-07,0.0
30,West Bank and Gaza,2020-11-07,28.0
31,Mexico,2020-11-07,3451.0
32,San Marino,2020-11-07,0.0
33,Bangladesh,2020-11-07,119.0
34,Cambodia,2020-11-07,0.0
35,Bulgaria,2020-11-07,378.0
36,Albania,2020-11-07,49.0
37,Sweden,2020-11-07,35.0
38,Ukraine,2020-11-07,1365.0
39,Poland,2020-11-07,2443.0
40,Ecuador,2020-11-07,98.0
41,Costa Rica,2020-11-07,84.0
42,Chad,2020-11-07,0.0
43,Azerbaijan,2020-11-07,91.0
44,Grenada,2020-11-07,0.0
45,Burma,2020-11-07,161.0
46,Kosovo,2020-11-07,63.0
47,Saint Kitts and Nevis,2020-11-07,0.0
48,Panama,2020-11-07,84.0
49,Kazakhstan,2020-11-07,0.0
50,India,2020-11-07,3913.0
51,Dominica,2020-11-07,0.0
52,Marshall Islands,2020-11-07,0.0
53,Trinidad and Tobago,2020-11-07,0.0
54,Nigeria,2020-11-07,7.0
55,Belize,2020-11-07,7.0
56,Somalia,2020-11-07,0.0
57,Solomon Islands,2020-11-07,0.0
58,Guinea,2020-11-07,0.0
59,Turkey,2020-11-07,553.0
60,Laos,2020-11-07,0.0
61,Malta,2020-11-07,13.006451612903234
62,Ghana,2020-11-07,0.0
63,Saint Lucia,2020-11-07,0.0
64,Honduras,2020-11-07,42.0
65,Chile,2020-11-07,322.0
66,Cote d'Ivoire,2020-11-07,0.0
67,Czechia,2020-11-07,1379.0
68,Tunisia,2020-11-07,231.0
69,Mali,2020-11-07,0.0
70,Zambia,2020-11-07,0.0
71,Benin,2020-11-07,0.0
72,Japan,2020-11-07,49.0
73,Comoros,2020-11-07,0.0
74,Italy,2020-11-07,2471.0
75,Mauritania,2020-11-07,0.0
76,El Salvador,2020-11-07,28.0
77,Lesotho,2020-11-07,0.0
78,Sudan,2020-11-07,0.0
79,Lebanon,2020-11-07,63.0
80,US,2020-11-07,7679.0
81,Israel,2020-11-07,105.0
82,Georgia,2020-11-07,140.0
83,Dominican Republic,2020-11-07,14.0
84,Maldives,2020-11-07,0.0
85,Mauritius,2020-11-07,0.0
86,Uzbekistan,2020-11-07,14.0
87,Finland,2020-11-07,0.0
88,Lithuania,2020-11-07,35.0
89,Djibouti,2020-11-07,0.0
90,"Korea, South",2020-11-07,7.0
91,United Kingdom,2020-11-07,2646.0
92,Central African Republic,2020-11-07,0.0
93,Syria,2020-11-07,28.0
94,Guinea-Bissau,2020-11-07,0.0
95,Nepal,2020-11-07,140.0
96,Australia,2020-11-07,0.0
97,Iran,2020-11-07,2961.0
98,Mongolia,2020-11-07,0.0
99,France,2020-11-07,2996.0
100,Sri Lanka,2020-11-07,7.0
101,Saint Vincent and the Grenadines,2020-11-07,0.0
102,Barbados,2020-11-07,0.0
103,Moldova,2020-11-07,105.0
104,Belarus,2020-11-07,21.0
105,United Arab Emirates,2020-11-07,14.0
106,Malawi,2020-11-07,0.0
107,New Zealand,2020-11-07,0.0
108,Andorra,2020-11-07,0.0
109,Gabon,2020-11-07,0.0
110,Holy See,2020-11-07,0.0
111,Papua New Guinea,2020-11-07,0.0
112,Ethiopia,2020-11-07,42.0
113,Angola,2020-11-07,21.0
114,Sao Tome and Principe,2020-11-07,0.0
115,Niger,2020-11-07,0.0
116,Vietnam,2020-11-07,0.0
117,Kenya,2020-11-07,98.0
118,Iceland,2020-11-07,0.0
119,Congo (Kinshasa),2020-11-07,0.0
120,Burundi,2020-11-07,0.0
121,Senegal,2020-11-07,0.0
122,Bahamas,2020-11-07,7.0
123,Austria,2020-11-07,245.0
124,Brazil,2020-11-07,1701.0
125,Pakistan,2020-11-07,140.0
126,Kuwait,2020-11-07,28.0
127,Timor-Leste,2020-11-07,0.0
128,Netherlands,2020-11-07,616.0
129,Liechtenstein,2020-11-07,0.0
130,Slovakia,2020-11-07,175.0
131,Qatar,2020-11-07,0.0
132,Iraq,2020-11-07,357.0
133,Uganda,2020-11-07,7.0
134,Bosnia and Herzegovina,2020-11-07,259.0
135,Paraguay,2020-11-07,77.0
136,Germany,2020-11-07,910.0
137,South Africa,2020-11-07,504.0
138,Egypt,2020-11-07,91.0
139,Estonia,2020-11-07,0.0
140,Peru,2020-11-07,371.0
141,Russia,2020-11-07,2429.0
142,Bhutan,2020-11-07,0.0
143,Tajikistan,2020-11-07,0.0
144,Luxembourg,2020-11-07,28.0
145,Canada,2020-11-07,357.0
146,Venezuela,2020-11-07,28.0
147,Haiti,2020-11-07,0.0
148,Belgium,2020-11-07,1323.0
149,Antigua and Barbuda,2020-11-07,0.0
150,Argentina,2020-11-07,2590.0
151,Spain,2020-11-07,2429.0
152,Seychelles,2020-11-07,0.0
153,Armenia,2020-11-07,196.0
154,Sierra Leone,2020-11-07,0.0
155,Indonesia,2020-11-07,686.0
156,Togo,2020-11-07,0.0
157,Morocco,2020-11-07,490.0
158,Thailand,2020-11-07,0.0
159,Denmark,2020-11-07,14.0
160,Algeria,2020-11-07,84.0
161,Libya,2020-11-07,56.0
162,Hungary,2020-11-07,588.0
163,Eritrea,2020-11-07,0.0
164,Nicaragua,2020-11-07,0.0
165,Kyrgyzstan,2020-11-07,21.0
166,Eswatini,2020-11-07,0.0
167,Rwanda,2020-11-07,0.0
168,Brunei,2020-11-07,0.0
169,Cuba,2020-11-07,0.0
170,Portugal,2020-11-07,322.0
171,Saudi Arabia,2020-11-07,126.0
172,Yemen,2020-11-07,0.0
173,Oman,2020-11-07,70.0
174,Ireland,2020-11-07,35.0
175,Liberia,2020-11-07,0.0
176,Botswana,2020-11-07,0.0
177,Suriname,2020-11-07,0.0
178,Namibia,2020-11-07,0.0
179,Zimbabwe,2020-11-07,7.0
180,Croatia,2020-11-07,224.0
181,Burkina Faso,2020-11-07,0.0
182,Madagascar,2020-11-07,0.0
183,Greece,2020-11-07,91.0
184,Philippines,2020-11-07,294.0
185,South Sudan,2020-11-07,0.0
186,Guatemala,2020-11-07,70.0
