location,forecast_epiforecasts-EpiExpert,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
DE,35808,25722,27022,28215,29685,30737,31611,32389,33109,33797,34468,35135,35808,36499,37220,37986,38816,39739,40802,42090,43789,46479,48990,52138,2021-02-27,day
PL,36788,24110,25714,27195,29030,30351,31452,32435,33348,34222,35076,35927,36788,37674,38600,39585,40656,41850,43229,44905,47123,50652,53967,58147,2021-02-27,day
