location,forecast_epiforecasts-EpiExpert,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
DE,49176,23360,26637,29684,33301,36748,39111,41676,43808,45697,47044,48107,49176,50270,51406,52607,53903,55337,56980,58956,61540,65580,69297,73886,2021-08-28,day
GB,209969,143384,153882,162868,172538,180342,185898,190931,194236,197030,200010,202606,209969,214545,220906,227719,234075,244076,256820,268114,278509,294611,310322,332842,2021-08-28,day
IE,13851,9954,10486,10965,11546,11955,12290,12585,12857,13113,13361,13606,13851,14100,14358,14629,14921,15243,15609,16047,16615,17495,18295,19272,2021-08-28,day
NL,16134,11250,11907,12503,13227,13740,14161,14532,14874,15199,15513,15823,16134,16451,16780,17127,17500,17912,18382,18946,19679,20819,21861,23139,2021-08-28,day
PL,1421,1043,1095,1142,1198,1238,1270,1299,1325,1350,1374,1397,1421,1445,1470,1496,1523,1554,1589,1631,1685,1768,1844,1936,2021-08-28,day
