location,forecast_epiforecasts-EpiExpert,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
AT,2506,1467,1595,1714,1862,1953,2076,2148,2229,2307,2369,2441,2506,2559,2649,2734,2820,2911,3014,3141,3359,3599,3818,4150,2021-06-19,day
DE,12542,5586,6379,7057,7992,8716,9319,9874,10396,10922,11437,11961,12542,13121,13738,14453,15213,16131,17223,18613,20493,23681,26701,30770,2021-06-19,day
FR,42039,33313,34556,35663,36982,37900,38645,39297,39891,40450,40987,41514,42039,42570,43117,43690,44302,44972,45730,46630,47787,49555,51141,53050,2021-06-19,day
GB,60862,29512,32964,36393,40781,43943,46677,49216,51613,53941,56198,58489,60862,63361,65981,68812,71915,75464,79677,84858,91935,103512,114847,129371,2021-06-19,day
PL,3263,1037,1329,1535,1803,2019,2213,2388,2556,2727,2897,3076,3263,3462,3679,3915,4180,4489,4864,5340,6008,7152,8372,10027,2021-06-19,day
SE,8609,2905,3447,3993,4732,5306,5811,6283,6739,7191,7648,8118,8609,9129,9690,10306,10997,11796,12753,13968,15662,18558,21500,25512,2021-06-19,day
