location,forecast_epiforecasts-EpiExpert,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
AT,6526,3752,4131,4582,4957,5185,5427,5603,5781,5958,6189,6322,6526,6682,6856,7036,7249,7449,7758,8130,8504,9039,9654,10321,2021-07-24,day
DE,8240,4451,4887,5484,6377,6697,6963,7200,7419,7629,7833,8035,8240,8449,8668,8900,9209,9568,9985,10526,11665,13583,15500,18072,2021-07-24,day
GB,360088,240714,250338,268559,286122,296111,304299,311694,329844,342080,348781,354698,360088,365559,371608,379714,387112,398489,414495,427416,448023,480564,510698,548117,2021-07-24,day
IT,13676,4274,5133,6009,7206,8145,8978,9761,10522,11279,12049,12843,13676,14563,15523,16582,17776,19161,20831,22962,25956,31126,36438,43764,2021-07-24,day
NL,225146,45221,58228,72370,92989,110124,125968,141366,156791,172583,189036,206446,225146,245538,268153,293717,323301,358578,402408,460304,545126,700431,870547,1120945,2021-07-24,day
PL,650,307,330,352,387,428,464,493,524,556,586,619,650,690,717,752,796,841,895,961,1072,1218,1418,1587,2021-07-24,day
SE,1200,173,234,305,413,506,595,684,775,871,972,1081,1200,1332,1482,1654,1857,2105,2419,2845,3490,4723,6141,8333,2021-07-24,day
