location,forecast_UVA-Ensemble,0.025,0.1,0.25,0.5,0.75,0.9,0.975,target_date,type
AT,961,0,0,74,961,1848,2646,3539,2021-07-10,day
BE,8280,0,2030,4991,8280,11570,14531,17840,2021-07-10,day
BG,723,183,370,537,723,909,1077,1264,2021-07-10,day
CH,1597,0,0,0,1597,3551,5309,7275,2021-07-10,day
CY,3971,3448,3629,3791,3971,4151,4314,4495,2021-07-10,day
CZ,459,0,0,0,459,1070,1620,2235,2021-07-10,day
DE,2735,0,0,0,2735,8876,14404,20581,2021-07-10,day
DK,1184,0,0,0,1184,2640,3950,5414,2021-07-10,day
EE,281,0,0,77,281,485,669,874,2021-07-10,day
ES,70550,30155,44137,56649,70550,84452,96963,110946,2021-07-10,day
FI,1754,350,836,1271,1754,2237,2672,3158,2021-07-10,day
FR,23470,0,0,0,23470,53931,81347,111985,2021-07-10,day
GB,135103,0,0,62687,135103,207519,272696,345534,2021-07-10,day
GR,2817,0,0,1070,2817,4564,6136,7893,2021-07-10,day
HR,290,0,0,0,290,593,866,1171,2021-07-10,day
HU,399,0,0,0,399,963,1471,2038,2021-07-10,day
IE,3647,0,897,2200,3647,5094,6397,7853,2021-07-10,day
IS,2,1,2,2,2,3,3,3,2021-07-10,day
IT,4543,0,0,0,4543,9344,13665,18494,2021-07-10,day
LI,6,0,0,0,6,12,17,23,2021-07-10,day
LT,0,0,0,0,0,584,1110,1697,2021-07-10,day
LU,399,0,16,197,399,600,782,985,2021-07-10,day
LV,870,0,0,259,870,1481,2031,2645,2021-07-10,day
MT,0,0,0,0,0,19,35,54,2021-07-10,day
NL,9207,0,2043,5437,9207,12977,16371,20163,2021-07-10,day
NO,1785,687,1067,1407,1785,2162,2502,2882,2021-07-10,day
PL,597,0,0,0,597,1614,2530,3553,2021-07-10,day
PT,21311,9779,13771,17342,21311,25280,28851,32843,2021-07-10,day
RO,736,0,161,434,736,1039,1311,1615,2021-07-10,day
SE,41,0,0,0,41,3435,6489,9903,2021-07-10,day
SI,0,0,0,0,0,211,401,613,2021-07-10,day
SK,139,0,0,0,139,354,547,763,2021-07-10,day
