location,forecast_UVA-Ensemble,0.025,0.1,0.25,0.5,0.75,0.9,0.975,target_date,type
AT,1545,0,0,273,1545,2818,3964,5244,2021-07-03,day
BE,3163,0,0,0,3163,6986,10428,14273,2021-07-03,day
BG,886,298,502,684,886,1089,1271,1475,2021-07-03,day
CH,1820,0,0,0,1820,4323,6576,9093,2021-07-03,day
CY,1265,499,764,1002,1265,1529,1766,2031,2021-07-03,day
CZ,764,0,0,100,764,1427,2025,2692,2021-07-03,day
DE,3238,0,0,0,3238,11890,19677,28379,2021-07-03,day
DK,1530,0,0,0,1530,3316,4924,6720,2021-07-03,day
EE,336,0,0,0,336,748,1119,1534,2021-07-03,day
ES,48482,14738,26418,36869,48482,60095,70546,82226,2021-07-03,day
FI,1458,354,736,1078,1458,1838,2180,2562,2021-07-03,day
FR,34661,0,0,0,34661,71873,105365,142793,2021-07-03,day
GB,40939,0,0,9716,40939,72162,100264,131669,2021-07-03,day
GR,3016,1890,2279,2628,3016,3403,3752,4142,2021-07-03,day
HR,726,0,0,174,726,1277,1774,2328,2021-07-03,day
HU,952,0,0,0,952,2011,2965,4030,2021-07-03,day
IE,2038,0,0,0,2038,4864,7407,10250,2021-07-03,day
IS,2,1,1,2,2,2,3,3,2021-07-03,day
IT,5652,0,0,0,5652,11334,16447,22162,2021-07-03,day
LI,1,0,0,0,1,6,11,16,2021-07-03,day
LT,0,0,0,0,0,731,1389,2124,2021-07-03,day
LU,107,0,0,11,107,203,290,387,2021-07-03,day
LV,900,0,0,137,900,1663,2349,3117,2021-07-03,day
MT,16,0,0,7,16,26,34,44,2021-07-03,day
NL,4726,0,0,0,4726,9746,14264,19313,2021-07-03,day
NO,726,0,0,87,726,1365,1940,2583,2021-07-03,day
PL,1422,0,0,0,1422,4422,7121,10138,2021-07-03,day
PT,15331,7400,10145,12602,15331,18061,20517,23263,2021-07-03,day
RO,111,0,0,0,111,562,968,1421,2021-07-03,day
SE,3894,0,0,90,3894,7698,11122,14948,2021-07-03,day
SI,0,0,0,0,0,215,408,624,2021-07-03,day
SK,544,0,0,255,544,834,1094,1385,2021-07-03,day
