location,forecast_UVA-Ensemble,0.025,0.1,0.25,0.5,0.75,0.9,0.975,target_date,type
AT,3859,0,911,2307,3859,5410,6807,8367,2021-06-19,day
BE,11364,4834,7094,9117,11364,13611,15634,17894,2021-06-19,day
BG,674,0,0,0,674,1653,2534,3519,2021-06-19,day
CH,5642,504,2283,3874,5642,7410,9002,10780,2021-06-19,day
CY,404,0,0,0,404,836,1226,1661,2021-06-19,day
CZ,1845,0,0,0,1845,4065,6062,8295,2021-06-19,day
DE,31697,0,0,5141,31697,58253,82154,108864,2021-06-19,day
DK,6073,1954,3380,4656,6073,7491,8767,10193,2021-06-19,day
EE,815,0,0,94,815,1536,2186,2911,2021-06-19,day
ES,48019,40137,42865,45307,48019,50731,53172,55900,2021-06-19,day
FI,1150,162,504,810,1150,1489,1795,2137,2021-06-19,day
FR,10449,0,0,0,10449,55326,95717,140856,2021-06-19,day
GB,49836,24135,33031,40991,49836,58680,66640,75536,2021-06-19,day
GR,4613,401,1859,3164,4613,6063,7368,8826,2021-06-19,day
HR,426,0,0,0,426,2116,3637,5337,2021-06-19,day
HU,1004,0,0,0,1004,3018,4831,6857,2021-06-19,day
IE,2411,0,0,0,2411,5326,7949,10881,2021-06-19,day
IS,1,0,0,0,1,2,3,5,2021-06-19,day
IT,9762,0,0,0,9762,20215,29622,40135,2021-06-19,day
LI,8,4,6,7,8,9,11,12,2021-06-19,day
LT,533,0,0,0,533,2444,4165,6088,2021-06-19,day
LU,463,0,0,136,463,790,1084,1413,2021-06-19,day
LV,1135,0,0,0,1135,2338,3422,4632,2021-06-19,day
MT,10,0,0,0,10,35,57,82,2021-06-19,day
NL,12489,0,0,4082,12489,20896,28463,36919,2021-06-19,day
NO,1926,1133,1408,1653,1926,2199,2444,2718,2021-06-19,day
PL,5003,0,0,0,5003,17490,28730,41290,2021-06-19,day
PT,6761,4659,5386,6037,6761,7484,8135,8863,2021-06-19,day
RO,511,0,0,0,511,2122,3571,5190,2021-06-19,day
SE,4519,0,0,0,4519,13033,20696,29260,2021-06-19,day
SI,643,0,0,188,643,1097,1506,1962,2021-06-19,day
SK,787,0,0,328,787,1247,1660,2122,2021-06-19,day
