location,forecast_UVA-Ensemble,0.025,0.1,0.25,0.5,0.75,0.9,0.975,target_date,type
AT,2216,0,0,953,2216,3479,4615,5886,2021-06-26,day
BE,4528,0,0,0,4528,9928,14787,20218,2021-06-26,day
BG,919,0,0,184,919,1654,2315,3054,2021-06-26,day
CH,3240,0,0,434,3240,6045,8570,11392,2021-06-26,day
CY,0,0,0,0,0,146,277,424,2021-06-26,day
CZ,672,0,0,0,672,1780,2777,3891,2021-06-26,day
DE,5664,0,0,0,5664,24387,41238,60070,2021-06-26,day
DK,3503,0,0,1642,3503,5365,7041,8913,2021-06-26,day
EE,623,0,0,0,623,1286,1882,2548,2021-06-26,day
ES,43065,19606,27726,34992,43065,51138,58404,66524,2021-06-26,day
FI,1016,0,0,472,1016,1560,2050,2597,2021-06-26,day
FR,71845,0,885,34499,71845,109192,142806,180370,2021-06-26,day
GB,56438,11920,27329,41118,56438,71759,85547,100957,2021-06-26,day
GR,1468,0,0,0,1468,3129,4624,6294,2021-06-26,day
HR,844,0,0,0,844,2070,3173,4406,2021-06-26,day
HU,1368,0,0,0,1368,3445,5315,7404,2021-06-26,day
IE,2591,0,0,0,2591,5206,7560,10191,2021-06-26,day
IS,1,0,0,1,1,2,2,3,2021-06-26,day
IT,3216,0,0,0,3216,10513,17082,24422,2021-06-26,day
LI,1,0,0,0,1,6,10,15,2021-06-26,day
LT,0,0,0,0,0,1286,2443,3736,2021-06-26,day
LU,69,0,0,0,69,224,363,520,2021-06-26,day
LV,1599,0,0,296,1599,2902,4074,5385,2021-06-26,day
MT,12,0,0,0,12,30,45,63,2021-06-26,day
NL,3133,0,0,0,3133,9861,15916,22683,2021-06-26,day
NO,1405,171,598,980,1405,1830,2212,2639,2021-06-26,day
PL,2208,0,0,0,2208,8989,15092,21912,2021-06-26,day
PT,7393,2387,4120,5670,7393,9116,10667,12400,2021-06-26,day
RO,546,0,0,0,546,1727,2790,3978,2021-06-26,day
SE,691,0,0,0,691,7561,13745,20655,2021-06-26,day
SI,152,0,0,0,152,353,535,738,2021-06-26,day
SK,352,0,0,0,352,773,1151,1574,2021-06-26,day
