location,forecast_epiforecasts-EpiExpert,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
DE,22906,12129,13723,14598,15519,16749,17683,18661,19612,20502,21312,22069,22906,23816,24792,25653,27055,28353,29811,31717,33968,37644,41886,48189,2021-08-07,day
GB,164500,114553,120715,126279,133013,137758,141650,145076,148223,152921,159574,162038,164500,166999,169578,172285,175184,178368,183854,191497,201766,220751,233059,246226,2021-08-07,day
NL,19524,13551,14353,15081,15966,16592,17108,17563,17981,18378,18763,19143,19524,19913,20317,20742,21200,21705,22282,22974,23876,25277,26559,28132,2021-08-07,day
PL,1094,758,806,848,898,937,966,988,1010,1030,1051,1074,1094,1114,1139,1163,1189,1218,1250,1291,1337,1430,1516,1588,2021-08-07,day
