,country,target_date,forecast
0,Morocco,2021-08-18,83211.53459064383
1,Bulgaria,2021-08-18,4021.9301393945934
2,Liberia,2021-08-18,141.4655667495199
3,Tajikistan,2021-08-18,585.8703088075235
4,Timor-Leste,2021-08-18,738.4858951162514
5,Congo (Brazzaville),2021-08-18,29.277411735218266
6,France,2021-08-18,241829.15537543595
7,Taiwan*,2021-08-18,139.32705835631896
8,Albania,2021-08-18,507.8782387948304
9,Tunisia,2021-08-18,12922.789548735833
10,Vanuatu,2021-08-18,0.0
11,Ireland,2021-08-18,9550.929725607915
12,Djibouti,2021-08-18,3.9046417942809057
13,Eritrea,2021-08-18,0.9203860322168111
14,China,2021-08-18,854.8598871078575
15,Benin,2021-08-18,398.9980415886712
16,Costa Rica,2021-08-18,12398.907997099624
17,Belgium,2021-08-18,8424.048735566204
18,South Sudan,2021-08-18,28.610684869778197
19,Latvia,2021-08-18,720.4975449842168
20,Dominica,2021-08-18,6.786769595535077
21,Saint Lucia,2021-08-18,229.32690423350687
22,Iceland,2021-08-18,1140.8812853805957
23,Trinidad and Tobago,2021-08-18,1117.371514388884
24,Kazakhstan,2021-08-18,88030.75401571183
25,Monaco,2021-08-18,65.65440091520577
26,Sri Lanka,2021-08-18,25218.65751637396
27,Paraguay,2021-08-18,869.4288866333081
28,Czechia,2021-08-18,696.9685814385302
29,Suriname,2021-08-18,244.48832612571277
30,San Marino,2021-08-18,0.8121340040861469
31,Kuwait,2021-08-18,3444.0538956102682
32,Switzerland,2021-08-18,7202.461119706393
33,Sierra Leone,2021-08-18,16.539509984100732
34,Micronesia,2021-08-18,0.0
35,Armenia,2021-08-18,2006.56624636153
36,Comoros,2021-08-18,2.3307666075693305
37,Kiribati,2021-08-18,0.0
38,Uganda,2021-08-18,703.5696698551183
39,Luxembourg,2021-08-18,250.00937655991584
40,Seychelles,2021-08-18,73.58001082298142
41,Germany,2021-08-18,25253.826508156024
42,Bolivia,2021-08-18,3702.0706995749497
43,Indonesia,2021-08-18,131768.5112718693
44,New Zealand,2021-08-18,21.228432607441846
45,Angola,2021-08-18,761.1499204059219
46,Qatar,2021-08-18,1446.1667248294107
47,Senegal,2021-08-18,5136.512598094239
48,Grenada,2021-08-18,0.7356959682271906
49,Kosovo,2021-08-18,1145.3015893424454
50,Guatemala,2021-08-18,20795.598389891675
51,Mexico,2021-08-18,139551.35528125102
52,Belarus,2021-08-18,6769.711152692034
53,Egypt,2021-08-18,466.104726695572
54,Canada,2021-08-18,7243.921796295326
55,Eswatini,2021-08-18,8470.4047663999
56,Botswana,2021-08-18,26284.47165572786
57,Zambia,2021-08-18,3234.9149467241077
58,US,2021-08-18,987542.5744812563
59,Brunei,2021-08-18,0.0
60,Russia,2021-08-18,150221.9964757096
61,Lesotho,2021-08-18,475.29248116405324
62,Nigeria,2021-08-18,6060.505931950145
63,Bahrain,2021-08-18,892.788504760887
64,Cuba,2021-08-18,78686.25112695387
65,Venezuela,2021-08-18,4423.048910446931
66,Holy See,2021-08-18,0.0
67,Pakistan,2021-08-18,44284.40504343808
68,Chile,2021-08-18,4704.850826089736
69,Niger,2021-08-18,113.8982070591619
70,Ethiopia,2021-08-18,4770.7747884503915
71,Somalia,2021-08-18,599.0196032794283
72,North Macedonia,2021-08-18,878.8167773875466
73,Argentina,2021-08-18,61048.21490192972
74,Cabo Verde,2021-08-18,157.38528620245052
75,Cameroon,2021-08-18,313.4738320161414
76,Gabon,2021-08-18,76.17953521456002
77,Dominican Republic,2021-08-18,1987.4696792000905
78,Singapore,2021-08-18,894.7096930412226
79,Rwanda,2021-08-18,5680.984448420757
80,Fiji,2021-08-18,9297.384321526137
81,Cyprus,2021-08-18,1326.0140055476222
82,Burundi,2021-08-18,615.0109886993741
83,Colombia,2021-08-18,33369.41913407948
84,Serbia,2021-08-18,3880.3749897815287
85,Japan,2021-08-18,128698.6644062465
86,Sudan,2021-08-18,4.560060618205171
87,Andorra,2021-08-18,135.0822495760276
88,Gambia,2021-08-18,715.5312115873858
89,Togo,2021-08-18,981.8258037442429
90,United Arab Emirates,2021-08-18,10583.93821415247
91,Thailand,2021-08-18,169005.61198922212
92,Cote d'Ivoire,2021-08-18,1323.151521719643
93,Nepal,2021-08-18,19360.576400374994
94,India,2021-08-18,293006.6262127757
95,Madagascar,2021-08-18,63.973453202910605
96,Laos,2021-08-18,2865.0061544580403
97,Saint Kitts and Nevis,2021-08-18,28.962216090736433
98,Cambodia,2021-08-18,3224.5856731041567
99,Samoa,2021-08-18,0.0
100,Italy,2021-08-18,50091.250803261995
101,Sweden,2021-08-18,5692.532567577204
102,Guyana,2021-08-18,394.85861597694384
103,Burkina Faso,2021-08-18,43.96878163862675
104,Zimbabwe,2021-08-18,6856.0722774074675
105,Ukraine,2021-08-18,11101.309392097406
106,Nicaragua,2021-08-18,427.1329784982445
107,Poland,2021-08-18,1279.7089902716689
108,Antigua and Barbuda,2021-08-18,22.930378339332492
109,South Africa,2021-08-18,78949.77865328034
110,Honduras,2021-08-18,11494.593666349654
111,Malta,2021-08-18,163.45469730885816
112,Guinea,2021-08-18,1054.3805218566158
113,Summer Olympics 2020,2021-08-18,148.942915379272
114,Spain,2021-08-18,110334.58638967387
115,Brazil,2021-08-18,182609.475379806
116,Mozambique,2021-08-18,10104.793261067534
117,Israel,2021-08-18,26093.94998759264
118,Mauritania,2021-08-18,3285.701528157835
119,Mongolia,2021-08-18,6163.349487736734
120,Sao Tome and Principe,2021-08-18,26.83497571346379
121,Ecuador,2021-08-18,1890.5368873213883
122,Yemen,2021-08-18,109.89434505064946
123,Guinea-Bissau,2021-08-18,427.3604951926118
124,Iran,2021-08-18,293226.8423664123
125,Bhutan,2021-08-18,36.04727716034904
126,Saint Vincent and the Grenadines,2021-08-18,0.5950106171826519
127,Kenya,2021-08-18,8999.75609205835
128,Solomon Islands,2021-08-18,0.0
129,Denmark,2021-08-18,6321.696181487816
130,Australia,2021-08-18,2372.539903229532
131,Saudi Arabia,2021-08-18,8683.824118913384
132,Moldova,2021-08-18,1387.5017338732723
133,Croatia,2021-08-18,1450.7571741514257
134,Romania,2021-08-18,1982.2195626036264
135,Mali,2021-08-18,51.879088340665476
136,Panama,2021-08-18,5283.533925913216
137,Burma,2021-08-18,21855.21564359509
138,Turkey,2021-08-18,246402.62932100613
139,Central African Republic,2021-08-18,0.0
140,Bosnia and Herzegovina,2021-08-18,497.3618737036013
141,Montenegro,2021-08-18,2105.2538387431414
142,Congo (Kinshasa),2021-08-18,1258.2941050605295
143,Norway,2021-08-18,4026.614547944977
144,Algeria,2021-08-18,10880.711230110435
145,Philippines,2021-08-18,71098.669987028
146,Afghanistan,2021-08-18,3618.926063328923
147,Iraq,2021-08-18,90752.43212432205
148,Palau,2021-08-18,0.0
149,Jamaica,2021-08-18,1975.0819290061336
150,Uruguay,2021-08-18,518.6862666525412
151,Estonia,2021-08-18,1928.2943869623123
152,Liechtenstein,2021-08-18,7.618630032914552
153,Finland,2021-08-18,6773.426201475551
154,Georgia,2021-08-18,32301.36979164637
155,Chad,2021-08-18,0.24724606808558747
156,Vietnam,2021-08-18,79144.67616155284
157,"Korea, South",2021-08-18,10159.983707703941
158,Slovenia,2021-08-18,1234.127726278617
159,Portugal,2021-08-18,13076.017338021426
160,Jordan,2021-08-18,7630.578481696313
161,Maldives,2021-08-18,842.6080366853857
162,Peru,2021-08-18,15390.712320460938
163,Bahamas,2021-08-18,863.1178439890755
164,Barbados,2021-08-18,110.2120846784137
165,Uzbekistan,2021-08-18,7953.952715054358
166,Austria,2021-08-18,4206.36878798157
167,Hungary,2021-08-18,367.2988681093557
168,Mauritius,2021-08-18,290.9209897307501
169,Ghana,2021-08-18,4175.41302954682
170,Bangladesh,2021-08-18,98666.82624582574
171,Syria,2021-08-18,202.2504252268227
172,Marshall Islands,2021-08-18,0.0
173,Malawi,2021-08-18,2371.357779574726
174,Oman,2021-08-18,505.0727997496724
175,Equatorial Guinea,2021-08-18,62.32626887182778
176,Belize,2021-08-18,282.8494532967816
177,Tanzania,2021-08-18,444.7273819961156
178,Libya,2021-08-18,18175.51337591803
179,Netherlands,2021-08-18,5282.117739074398
180,Slovakia,2021-08-18,399.3895779286395
181,El Salvador,2021-08-18,2259.767384730949
182,Kyrgyzstan,2021-08-18,3799.590154856036
183,Lebanon,2021-08-18,11035.226775163785
184,Haiti,2021-08-18,712.4223092410284
185,Azerbaijan,2021-08-18,7448.4675896731205
186,Papua New Guinea,2021-08-18,250.75849055414437
187,Malaysia,2021-08-18,140930.10757653136
188,Greece,2021-08-18,20158.41867472278
189,Namibia,2021-08-18,943.9499840401113
190,United Kingdom,2021-08-18,116369.9363371823
191,West Bank and Gaza,2021-08-18,1719.9129388662986
192,Lithuania,2021-08-18,4707.276364954712
