location,forecast_USC-SIkJalpha,0.025,0.25,0.75,0.975,target_date,type
FI,4,1,3,5,13,2021-09-04,day
NO,3,1,2,3,10,2021-09-04,day
PL,14,4,11,18,53,2021-09-04,day
