location,forecast_MOCOS-agent1,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,167293,82144,82577,83020,83677,84121,84839,114314,124941,126187,126913,127767,152818,178965,180177,181394,182940,207319,274305,277365,279168,280999,281955,283520,2021-03-27,day
