location,forecast_MOCOS-agent1,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,116917,95402,95847,96200,96694,97233,97781,99647,117678,118409,119187,119983,120375,120923,121434,121724,122280,122769,123282,123847,124771,126173,159819,161131,2021-11-13,day
