location,forecast_MOCOS-agent1,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,34211,27307,27807,28165,28685,29066,29380,29715,30123,30637,31229,31831,32462,33265,34544,35744,37215,38614,39798,41041,42561,43965,44895,45411,2021-10-30,day
