location,forecast_MOCOS-agent1,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,185315,148377,149067,150004,151319,166346,169443,171070,172734,174338,176522,183588,185315,186871,213408,216910,219604,223924,226998,229774,264040,267861,269598,270976,2021-04-03,day
