location,forecast_MOCOS-agent1,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,1376,735,770,812,868,910,945,987,1029,1078,1120,1169,1225,1288,1365,1456,1549,1652,1792,1946,2128,2408,2611,2856,2021-08-14,day
