location,forecast_MOCOS-agent1,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,430,119,137,161,182,210,231,252,273,301,336,371,406,651,703,745,808,882,955,1029,1103,1187,1250,1365,2021-07-10,day
