location,forecast_EuroCOVIDhub-baseline,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
DE,246,112,130,143,163,176,188,197,207,218,228,237,246,258,270,278,290,302,318,335,357,404,450,514,2021-08-07,day
GB,534,397,419,440,464,480,491,499,507,514,520,527,534,544,553,562,572,583,595,610,628,660,691,735,2021-08-07,day
NL,40,22,24,26,29,31,32,34,35,36,38,39,40,42,43,44,46,48,50,53,56,61,67,73,2021-08-07,day
PL,26,15,16,17,19,20,21,22,23,24,25,25,26,26,27,28,29,30,31,32,34,37,40,43,2021-08-07,day
