location,forecast_EuroCOVIDhub-baseline,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
DE,323,127,141,156,189,215,236,255,268,280,292,308,323,341,356,376,396,423,452,483,540,649,744,837,2021-08-28,day
GB,727,592,613,632,655,669,680,689,697,705,712,720,727,734,742,749,758,767,777,790,805,829,850,876,2021-08-28,day
NL,41,33,34,35,37,37,38,39,39,40,40,41,41,41,42,42,43,44,44,45,46,48,49,51,2021-08-28,day
PL,35,12,14,17,20,23,25,27,29,31,32,34,35,37,39,41,43,46,48,52,56,63,70,79,2021-08-28,day
