location,forecast_MOCOS-agent1,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,1937,1317,1400,1475,1574,1664,1713,1768,1810,1859,1900,1935,1963,1995,2032,2053,2081,2116,2150,2192,2241,2324,2384,2483,2021-06-12,day
