location,forecast_MOCOS-agent1,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,124222,73394,74350,75062,76935,97216,98840,100453,101541,102389,103548,106155,124222,126001,128497,130113,131371,135879,137897,139564,170368,172005,172990,173830,2021-04-17,day
