location,forecast_MOCOS-agent1,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,23115,19282,19602,20077,20578,20959,21319,21809,22400,22800,23127,23330,23513,23656,23812,23961,24094,24261,24476,24700,25032,25574,26003,26474,2021-05-15,day
