location,forecast_MIMUW-StochSEIR,0.01,0.025,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.975,0.99,target_date,type
PL,41437,34308,35372,36339,37228,38032,38562,39108,39560,40189,40642,41046,41437,41772,42079,42474,42824,43231,43878,44449,45331,46374,47304,48431,2021-05-15,day
